"Task ID","Root Entity","Size of ontology TBox","Size of ontology ABox","Task Type","Answer Type","SPARQL Query","Predicate","Answer","Min Tag Length","Max Tag Length"
"1hop-Article_P16_P16-P16-rdf:type-AeronauticalEngineering-NEG-BIN","Article_P16",233,5,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P16> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#AeronauticalEngineering> }","rdf:type","FALSE",2,2
"1hop-Article_P16_P16-P16-rdf:type-MC","Article_P16",233,5,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#P16> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","Publication",2,2
"1hop-Article_P161_P161-P161-hasAuthor-MC","Article_P161",233,4,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#P161> <http://www.example.com/genealogy.owl#hasAuthor> ?x }","hasAuthor","U0C0D2FP1; U0C0D2PD4; U0C2D3AssocP4",1,1
"1hop-Article_P161_P161-P161-rdf:type-Publication-BIN","Article_P161",233,4,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P161> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Publication> }","rdf:type","TRUE",2,2
"1hop-Article_P161_P161-P161-rdf:type-AeronauticalEngineering-NEG-BIN","Article_P161",233,4,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P161> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#AeronauticalEngineering> }","rdf:type","FALSE",2,2
"1hop-Article_P161_P161-P161-rdf:type-MC","Article_P161",233,4,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#P161> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","Publication",2,2
"1hop-Article_P161_P161-P161-hasAuthor-U0C0D2FP1-BIN","Article_P161",233,4,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P161> <http://www.example.com/genealogy.owl#hasAuthor> <http://www.example.com/genealogy.owl#U0C0D2FP1> }","hasAuthor","TRUE",1,1
"1hop-Article_P161_P161-P161-hasAuthor-P161-NEG-BIN","Article_P161",233,4,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P161> <http://www.example.com/genealogy.owl#hasAuthor> <http://www.example.com/genealogy.owl#P161> }","hasAuthor","FALSE",1,1
"1hop-Article_P23_P23-P23-hasAuthor-MC","Article_P23",233,6,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#P23> <http://www.example.com/genealogy.owl#hasAuthor> ?x }","hasAuthor","U0C0D0FP0; U0C0D1UGS36; U0C2D1L6; U0C2D3UGS28; U0C3D1AP4",1,1
"1hop-Article_P23_P23-P23-hasAuthor-U0C0D0FP0-BIN","Article_P23",233,6,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P23> <http://www.example.com/genealogy.owl#hasAuthor> <http://www.example.com/genealogy.owl#U0C0D0FP0> }","hasAuthor","TRUE",1,1
"1hop-Article_P23_P23-P23-hasAuthor-P23-NEG-BIN","Article_P23",233,6,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P23> <http://www.example.com/genealogy.owl#hasAuthor> <http://www.example.com/genealogy.owl#P23> }","hasAuthor","FALSE",1,1
"1hop-Article_P23_P23-P23-rdf:type-Publication-BIN","Article_P23",233,6,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P23> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Publication> }","rdf:type","TRUE",2,2
"1hop-Article_P23_P23-P23-rdf:type-AeronauticalEngineering-NEG-BIN","Article_P23",233,6,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P23> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#AeronauticalEngineering> }","rdf:type","FALSE",2,2
"1hop-Article_P23_P23-P23-rdf:type-MC","Article_P23",233,6,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#P23> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","Publication",2,2
"1hop-Article_P43_P43-P43-hasAuthor-MC","Article_P43",233,4,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#P43> <http://www.example.com/genealogy.owl#hasAuthor> ?x }","hasAuthor","U0C2D1AP6; U0C2D2FP6; U0C4D0AssocP5",1,1
"1hop-Article_P43_P43-P43-rdf:type-Publication-BIN","Article_P43",233,4,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P43> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Publication> }","rdf:type","TRUE",2,2
"1hop-Article_P43_P43-P43-rdf:type-AeronauticalEngineering-NEG-BIN","Article_P43",233,4,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P43> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#AeronauticalEngineering> }","rdf:type","FALSE",2,2
"1hop-Article_P43_P43-P43-rdf:type-MC","Article_P43",233,4,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#P43> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","Publication",2,2
"1hop-Article_P43_P43-P43-hasAuthor-U0C2D1AP6-BIN","Article_P43",233,4,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P43> <http://www.example.com/genealogy.owl#hasAuthor> <http://www.example.com/genealogy.owl#U0C2D1AP6> }","hasAuthor","TRUE",1,1
"1hop-Article_P43_P43-P43-hasAuthor-P43-NEG-BIN","Article_P43",233,4,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P43> <http://www.example.com/genealogy.owl#hasAuthor> <http://www.example.com/genealogy.owl#P43> }","hasAuthor","FALSE",1,1
"1hop-Article_P97_P97-P97-rdf:type-Publication-BIN","Article_P97",233,3,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P97> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Publication> }","rdf:type","TRUE",2,2
"1hop-Article_P97_P97-P97-rdf:type-AeronauticalEngineering-NEG-BIN","Article_P97",233,3,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P97> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#AeronauticalEngineering> }","rdf:type","FALSE",2,2
"1hop-Article_P97_P97-P97-rdf:type-MC","Article_P97",233,3,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#P97> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","Publication",2,2
"1hop-Article_P97_P97-P97-hasAuthor-U0C1D3AssocP5-BIN","Article_P97",233,3,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P97> <http://www.example.com/genealogy.owl#hasAuthor> <http://www.example.com/genealogy.owl#U0C1D3AssocP5> }","hasAuthor","TRUE",1,1
"1hop-Article_P97_P97-P97-hasAuthor-P97-NEG-BIN","Article_P97",233,3,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P97> <http://www.example.com/genealogy.owl#hasAuthor> <http://www.example.com/genealogy.owl#P97> }","hasAuthor","FALSE",1,1
"1hop-Article_P97_P97-P97-hasAuthor-MC","Article_P97",233,3,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#P97> <http://www.example.com/genealogy.owl#hasAuthor> ?x }","hasAuthor","U0C1D3AssocP5; U0C3D2FP2",1,1
"1hop-Book_P112_P112-P112-hasAuthor-U0C4D2AssocP7-BIN","Book_P112",233,2,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P112> <http://www.example.com/genealogy.owl#hasAuthor> <http://www.example.com/genealogy.owl#U0C4D2AssocP7> }","hasAuthor","TRUE",1,1
"1hop-Book_P112_P112-P112-hasAuthor-P112-NEG-BIN","Book_P112",233,2,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P112> <http://www.example.com/genealogy.owl#hasAuthor> <http://www.example.com/genealogy.owl#P112> }","hasAuthor","FALSE",1,1
"1hop-Book_P112_P112-P112-hasAuthor-MC","Book_P112",233,2,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#P112> <http://www.example.com/genealogy.owl#hasAuthor> ?x }","hasAuthor","U0C4D2AssocP7",1,1
"1hop-Book_P112_P112-P112-rdf:type-Publication-BIN","Book_P112",233,2,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P112> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Publication> }","rdf:type","TRUE",2,2
"1hop-Book_P112_P112-P112-rdf:type-AeronauticalEngineering-NEG-BIN","Book_P112",233,2,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P112> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#AeronauticalEngineering> }","rdf:type","FALSE",2,2
"1hop-Book_P112_P112-P112-rdf:type-MC","Book_P112",233,2,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#P112> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","Publication",2,2
"1hop-Book_P12_P12-P12-rdf:type-Publication-BIN","Book_P12",233,2,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P12> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Publication> }","rdf:type","TRUE",2,2
"1hop-Book_P12_P12-P12-rdf:type-AeronauticalEngineering-NEG-BIN","Book_P12",233,2,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P12> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#AeronauticalEngineering> }","rdf:type","FALSE",2,2
"1hop-Book_P12_P12-P12-rdf:type-MC","Book_P12",233,2,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#P12> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","Publication",2,2
"1hop-Book_P12_P12-P12-hasAuthor-U0C2D3PGS9-BIN","Book_P12",233,2,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P12> <http://www.example.com/genealogy.owl#hasAuthor> <http://www.example.com/genealogy.owl#U0C2D3PGS9> }","hasAuthor","TRUE",1,1
"1hop-Book_P12_P12-P12-hasAuthor-P12-NEG-BIN","Book_P12",233,2,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P12> <http://www.example.com/genealogy.owl#hasAuthor> <http://www.example.com/genealogy.owl#P12> }","hasAuthor","FALSE",1,1
"1hop-Book_P12_P12-P12-hasAuthor-MC","Book_P12",233,2,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#P12> <http://www.example.com/genealogy.owl#hasAuthor> ?x }","hasAuthor","U0C2D3PGS9",1,1
"1hop-Book_P27_P27-P27-rdf:type-Publication-BIN","Book_P27",233,2,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P27> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Publication> }","rdf:type","TRUE",2,2
"1hop-Book_P27_P27-P27-rdf:type-AeronauticalEngineering-NEG-BIN","Book_P27",233,2,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P27> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#AeronauticalEngineering> }","rdf:type","FALSE",2,2
"1hop-Book_P27_P27-P27-rdf:type-MC","Book_P27",233,2,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#P27> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","Publication",2,2
"1hop-Book_P27_P27-P27-hasAuthor-U0C0D1L1-BIN","Book_P27",233,2,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P27> <http://www.example.com/genealogy.owl#hasAuthor> <http://www.example.com/genealogy.owl#U0C0D1L1> }","hasAuthor","TRUE",1,1
"1hop-Book_P27_P27-P27-hasAuthor-P27-NEG-BIN","Book_P27",233,2,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P27> <http://www.example.com/genealogy.owl#hasAuthor> <http://www.example.com/genealogy.owl#P27> }","hasAuthor","FALSE",1,1
"1hop-Book_P27_P27-P27-hasAuthor-MC","Book_P27",233,2,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#P27> <http://www.example.com/genealogy.owl#hasAuthor> ?x }","hasAuthor","U0C0D1L1",1,1
"1hop-Book_P68_P68-P68-rdf:type-Publication-BIN","Book_P68",233,2,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P68> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Publication> }","rdf:type","TRUE",2,2
"1hop-Book_P68_P68-P68-rdf:type-AeronauticalEngineering-NEG-BIN","Book_P68",233,2,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P68> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#AeronauticalEngineering> }","rdf:type","FALSE",2,2
"1hop-Book_P68_P68-P68-rdf:type-MC","Book_P68",233,2,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#P68> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","Publication",2,2
"1hop-Book_P68_P68-P68-hasAuthor-U0C3D2L5-BIN","Book_P68",233,2,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P68> <http://www.example.com/genealogy.owl#hasAuthor> <http://www.example.com/genealogy.owl#U0C3D2L5> }","hasAuthor","TRUE",1,1
"1hop-Book_P68_P68-P68-hasAuthor-P68-NEG-BIN","Book_P68",233,2,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P68> <http://www.example.com/genealogy.owl#hasAuthor> <http://www.example.com/genealogy.owl#P68> }","hasAuthor","FALSE",1,1
"1hop-Book_P68_P68-P68-hasAuthor-MC","Book_P68",233,2,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#P68> <http://www.example.com/genealogy.owl#hasAuthor> ?x }","hasAuthor","U0C3D2L5",1,1
"1hop-ConferencePaper_P1_P1-P1-hasAuthor-U0C0D2AP6-BIN","ConferencePaper_P1",233,4,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P1> <http://www.example.com/genealogy.owl#hasAuthor> <http://www.example.com/genealogy.owl#U0C0D2AP6> }","hasAuthor","TRUE",1,1
"1hop-ConferencePaper_P1_P1-P1-hasAuthor-P1-NEG-BIN","ConferencePaper_P1",233,4,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P1> <http://www.example.com/genealogy.owl#hasAuthor> <http://www.example.com/genealogy.owl#P1> }","hasAuthor","FALSE",1,1
"1hop-ConferencePaper_P1_P1-P1-hasAuthor-MC","ConferencePaper_P1",233,4,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#P1> <http://www.example.com/genealogy.owl#hasAuthor> ?x }","hasAuthor","U0C0D2AP6; U0C3D1AssocP5; U0C4D2AssocP2",1,1
"1hop-ConferencePaper_P1_P1-P1-rdf:type-Article-BIN","ConferencePaper_P1",233,4,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Article> }","rdf:type","TRUE",2,2
"1hop-ConferencePaper_P1_P1-P1-rdf:type-AeronauticalEngineering-NEG-BIN","ConferencePaper_P1",233,4,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#AeronauticalEngineering> }","rdf:type","FALSE",2,2
"1hop-ConferencePaper_P1_P1-P1-rdf:type-MC","ConferencePaper_P1",233,4,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#P1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","Article; Publication",2,2
"1hop-ConferencePaper_P117_P117-P117-hasAuthor-MC","ConferencePaper_P117",233,6,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#P117> <http://www.example.com/genealogy.owl#hasAuthor> ?x }","hasAuthor","U0C0D2AssocP2; U0C1D1PGS5; U0C1D2FP7; U0C2D3UGS32; U0WC0D3UGWS32",1,1
"1hop-ConferencePaper_P117_P117-P117-hasAuthor-U0C0D2AssocP2-BIN","ConferencePaper_P117",233,6,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P117> <http://www.example.com/genealogy.owl#hasAuthor> <http://www.example.com/genealogy.owl#U0C0D2AssocP2> }","hasAuthor","TRUE",1,1
"1hop-ConferencePaper_P117_P117-P117-hasAuthor-P117-NEG-BIN","ConferencePaper_P117",233,6,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P117> <http://www.example.com/genealogy.owl#hasAuthor> <http://www.example.com/genealogy.owl#P117> }","hasAuthor","FALSE",1,1
"1hop-ConferencePaper_P117_P117-P117-rdf:type-Article-BIN","ConferencePaper_P117",233,6,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P117> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Article> }","rdf:type","TRUE",2,2
"1hop-ConferencePaper_P117_P117-P117-rdf:type-AeronauticalEngineering-NEG-BIN","ConferencePaper_P117",233,6,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#P117> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#AeronauticalEngineering> }","rdf:type","FALSE",2,2
"1hop-ConferencePaper_P117_P117-P117-rdf:type-MC","ConferencePaper_P117",233,6,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#P117> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","Article; Publication",2,2
"1hop-Course_Course_0_Course_0-Course_0-isTaughtBy-PeopleWithManyHobbies_22-BIN","Course_Course_0",233,9,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Course_0> <http://www.example.com/genealogy.owl#isTaughtBy> <http://www.example.com/genealogy.owl#PeopleWithManyHobbies_22> }","isTaughtBy","TRUE",2,2
"1hop-Course_Course_0_Course_0-Course_0-isTaughtBy-Course_0-NEG-BIN","Course_Course_0",233,9,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Course_0> <http://www.example.com/genealogy.owl#isTaughtBy> <http://www.example.com/genealogy.owl#Course_0> }","isTaughtBy","FALSE",2,2
"1hop-Course_Course_0_Course_0-Course_0-isTaughtBy-MC","Course_Course_0",233,9,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Course_0> <http://www.example.com/genealogy.owl#isTaughtBy> ?x }","isTaughtBy","PeopleWithManyHobbies_22; Person_87; Woman_2",2,2
"1hop-Course_Course_0_Course_0-Course_0-rdf:type-Course-BIN","Course_Course_0",233,9,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Course_0> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Course> }","rdf:type","TRUE",2,3
"1hop-Course_Course_0_Course_0-Course_0-rdf:type-AeronauticalEngineering-NEG-BIN","Course_Course_0",233,9,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Course_0> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#AeronauticalEngineering> }","rdf:type","FALSE",2,3
"1hop-Course_Course_0_Course_0-Course_0-rdf:type-MC","Course_Course_0",233,9,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Course_0> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","Course",2,3
"1hop-Course_Course_10_Course_10-Course_10-isTaughtBy-PeopleWithHobby_23-BIN","Course_Course_10",233,3,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Course_10> <http://www.example.com/genealogy.owl#isTaughtBy> <http://www.example.com/genealogy.owl#PeopleWithHobby_23> }","isTaughtBy","TRUE",2,2
"1hop-Course_Course_10_Course_10-Course_10-isTaughtBy-Course_10-NEG-BIN","Course_Course_10",233,3,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Course_10> <http://www.example.com/genealogy.owl#isTaughtBy> <http://www.example.com/genealogy.owl#Course_10> }","isTaughtBy","FALSE",2,2
"1hop-Course_Course_10_Course_10-Course_10-isTaughtBy-MC","Course_Course_10",233,3,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Course_10> <http://www.example.com/genealogy.owl#isTaughtBy> ?x }","isTaughtBy","PeopleWithHobby_23",2,2
"1hop-Course_Course_10_Course_10-Course_10-rdf:type-Course-BIN","Course_Course_10",233,3,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Course_10> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Course> }","rdf:type","TRUE",2,3
"1hop-Course_Course_10_Course_10-Course_10-rdf:type-AeronauticalEngineering-NEG-BIN","Course_Course_10",233,3,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Course_10> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#AeronauticalEngineering> }","rdf:type","FALSE",2,3
"1hop-Course_Course_10_Course_10-Course_10-rdf:type-MC","Course_Course_10",233,3,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Course_10> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","Course",2,3
"1hop-Course_Course_4_Course_4-Course_4-isTaughtBy-MC","Course_Course_4",233,14,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Course_4> <http://www.example.com/genealogy.owl#isTaughtBy> ?x }","isTaughtBy","Man_5; Man_73; Man_75; Student_95; T20CricketFan_79; Woman_99",2,2
"1hop-Course_Course_4_Course_4-Course_4-isTaughtBy-Man_5-BIN","Course_Course_4",233,14,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Course_4> <http://www.example.com/genealogy.owl#isTaughtBy> <http://www.example.com/genealogy.owl#Man_5> }","isTaughtBy","TRUE",2,2
"1hop-Course_Course_4_Course_4-Course_4-isTaughtBy-Course_4-NEG-BIN","Course_Course_4",233,14,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Course_4> <http://www.example.com/genealogy.owl#isTaughtBy> <http://www.example.com/genealogy.owl#Course_4> }","isTaughtBy","FALSE",2,2
"1hop-Course_Course_4_Course_4-Course_4-rdf:type-Course-BIN","Course_Course_4",233,14,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Course_4> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Course> }","rdf:type","TRUE",2,3
"1hop-Course_Course_4_Course_4-Course_4-rdf:type-AeronauticalEngineering-NEG-BIN","Course_Course_4",233,14,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#Course_4> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#AeronauticalEngineering> }","rdf:type","FALSE",2,3
"1hop-Course_Course_4_Course_4-Course_4-rdf:type-MC","Course_Course_4",233,14,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Course_4> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","Course",2,3
"1hop-Course_Course_9_Course_9-Course_9-isTaughtBy-MC","Course_Course_9",233,12,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#Course_9> <http://www.example.com/genealogy.owl#isTaughtBy> ?x }","isTaughtBy","Employee_59; Man_32; Man_91; PeopleWithHobby_48; PeopleWithManyHobbies_66",2,2
