"Task ID","Root Entity","Size of ontology TBox","Size of ontology ABox","Task Type","Answer Type","SPARQL Query","Predicate","Answer","Min Tag Length","Max Tag Length"
"2hop-ArtichokeTopping_ArtichokeTopping_dynamic_1_ArtichokeTopping_dynamic_1-ArtichokeTopping_dynamic_1-rdf:type-Food-BIN","ArtichokeTopping_ArtichokeTopping_dynamic_1",117,14,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#ArtichokeTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }","rdf:type","TRUE",4,4
"2hop-ArtichokeTopping_ArtichokeTopping_dynamic_1_ArtichokeTopping_dynamic_1-ArtichokeTopping_dynamic_1-rdf:type-American-NEG-BIN","ArtichokeTopping_ArtichokeTopping_dynamic_1",117,14,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#ArtichokeTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }","rdf:type","FALSE",4,4
"2hop-AsparagusTopping_AsparagusTopping_dynamic_1_AsparagusTopping_dynamic_1-AsparagusTopping_dynamic_1-rdf:type-MC","AsparagusTopping_AsparagusTopping_dynamic_1",117,13,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#AsparagusTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","DomainConcept; Food; PizzaTopping; VegetableTopping",2,2
"2hop-AsparagusTopping_AsparagusTopping_dynamic_1_AsparagusTopping_dynamic_1-AsparagusTopping_dynamic_1-isToppingOf-MC","AsparagusTopping_AsparagusTopping_dynamic_1",117,13,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#AsparagusTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> ?x }","isToppingOf","Parmense_0; Parmense_11; Parmense_18; Parmense_64; Parmense_71; Parmense_76; Parmense_77; Parmense_87",2,2
"2hop-AsparagusTopping_AsparagusTopping_dynamic_1_AsparagusTopping_dynamic_1-AsparagusTopping_dynamic_1-rdf:type-Food-BIN","AsparagusTopping_AsparagusTopping_dynamic_1",117,13,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#AsparagusTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }","rdf:type","TRUE",4,4
"2hop-AsparagusTopping_AsparagusTopping_dynamic_1_AsparagusTopping_dynamic_1-AsparagusTopping_dynamic_1-rdf:type-American-NEG-BIN","AsparagusTopping_AsparagusTopping_dynamic_1",117,13,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#AsparagusTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }","rdf:type","FALSE",4,4
"2hop-AsparagusTopping_AsparagusTopping_dynamic_1_AsparagusTopping_dynamic_1-AsparagusTopping_dynamic_1-isToppingOf-Parmense_0-BIN","AsparagusTopping_AsparagusTopping_dynamic_1",117,13,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#AsparagusTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> <http://www.example.com/genealogy.owl#Parmense_0> }","isToppingOf","TRUE",2,2
"2hop-AsparagusTopping_AsparagusTopping_dynamic_1_AsparagusTopping_dynamic_1-AsparagusTopping_dynamic_1-isToppingOf-AsparagusTopping_dynamic_1-NEG-BIN","AsparagusTopping_AsparagusTopping_dynamic_1",117,13,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#AsparagusTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> <http://www.example.com/genealogy.owl#AsparagusTopping_dynamic_1> }","isToppingOf","FALSE",2,2
"2hop-CajunSpiceTopping_CajunSpiceTopping_dynamic_1_CajunSpiceTopping_dynamic_1-CajunSpiceTopping_dynamic_1-rdf:type-MC","CajunSpiceTopping_CajunSpiceTopping_dynamic_1",117,16,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#CajunSpiceTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","DomainConcept; Food; HerbSpiceTopping; PizzaTopping",2,2
"2hop-CajunSpiceTopping_CajunSpiceTopping_dynamic_1_CajunSpiceTopping_dynamic_1-CajunSpiceTopping_dynamic_1-isToppingOf-MC","CajunSpiceTopping_CajunSpiceTopping_dynamic_1",117,16,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#CajunSpiceTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> ?x }","isToppingOf","PolloAdAstra_23; PolloAdAstra_30; PolloAdAstra_38; PolloAdAstra_39; PolloAdAstra_62; PolloAdAstra_70; PolloAdAstra_80; PolloAdAstra_81; PolloAdAstra_9",2,2
"2hop-CajunSpiceTopping_CajunSpiceTopping_dynamic_1_CajunSpiceTopping_dynamic_1-CajunSpiceTopping_dynamic_1-rdf:type-Food-BIN","CajunSpiceTopping_CajunSpiceTopping_dynamic_1",117,16,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#CajunSpiceTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }","rdf:type","TRUE",4,4
"2hop-CajunSpiceTopping_CajunSpiceTopping_dynamic_1_CajunSpiceTopping_dynamic_1-CajunSpiceTopping_dynamic_1-rdf:type-American-NEG-BIN","CajunSpiceTopping_CajunSpiceTopping_dynamic_1",117,16,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#CajunSpiceTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }","rdf:type","FALSE",4,4
"2hop-CajunSpiceTopping_CajunSpiceTopping_dynamic_1_CajunSpiceTopping_dynamic_1-CajunSpiceTopping_dynamic_1-isToppingOf-PolloAdAstra_23-BIN","CajunSpiceTopping_CajunSpiceTopping_dynamic_1",117,16,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#CajunSpiceTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> <http://www.example.com/genealogy.owl#PolloAdAstra_23> }","isToppingOf","TRUE",2,2
"2hop-CajunSpiceTopping_CajunSpiceTopping_dynamic_1_CajunSpiceTopping_dynamic_1-CajunSpiceTopping_dynamic_1-isToppingOf-CajunSpiceTopping_dynamic_1-NEG-BIN","CajunSpiceTopping_CajunSpiceTopping_dynamic_1",117,16,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#CajunSpiceTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> <http://www.example.com/genealogy.owl#CajunSpiceTopping_dynamic_1> }","isToppingOf","FALSE",2,2
"2hop-CaperTopping_CaperTopping_dynamic_1_CaperTopping_dynamic_1-CaperTopping_dynamic_1-isToppingOf-MC","CaperTopping_CaperTopping_dynamic_1",117,43,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#CaperTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> ?x }","isToppingOf","Capricciosa_0; Capricciosa_22; Capricciosa_27; Capricciosa_29; Capricciosa_32; FourSeasons_26; FourSeasons_43; FourSeasons_67; FourSeasons_71; FourSeasons_77; FourSeasons_88; FourSeasons_92; FourSeasons_94; Napoletana_2; Napoletana_21; Napoletana_25; Napoletana_27; Napoletana_29; Napoletana_30; Napoletana_51; Napoletana_53; Napoletana_6; Napoletana_84; Veneziana_3; Veneziana_45; Veneziana_48; Veneziana_59; Veneziana_8; Veneziana_87; Veneziana_91; Veneziana_97",2,2
"2hop-CaperTopping_CaperTopping_dynamic_1_CaperTopping_dynamic_1-CaperTopping_dynamic_1-rdf:type-MC","CaperTopping_CaperTopping_dynamic_1",117,43,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#CaperTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","DomainConcept; Food; PizzaTopping; VegetableTopping",2,2
"2hop-CaperTopping_CaperTopping_dynamic_1_CaperTopping_dynamic_1-CaperTopping_dynamic_1-isToppingOf-Capricciosa_0-BIN","CaperTopping_CaperTopping_dynamic_1",117,43,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#CaperTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> <http://www.example.com/genealogy.owl#Capricciosa_0> }","isToppingOf","TRUE",2,2
"2hop-CaperTopping_CaperTopping_dynamic_1_CaperTopping_dynamic_1-CaperTopping_dynamic_1-isToppingOf-AnchoviesTopping_dynamic_1-NEG-BIN","CaperTopping_CaperTopping_dynamic_1",117,43,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#CaperTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }","isToppingOf","FALSE",2,2
"2hop-CaperTopping_CaperTopping_dynamic_1_CaperTopping_dynamic_1-CaperTopping_dynamic_1-rdf:type-Food-BIN","CaperTopping_CaperTopping_dynamic_1",117,43,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#CaperTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }","rdf:type","TRUE",4,4
"2hop-CaperTopping_CaperTopping_dynamic_1_CaperTopping_dynamic_1-CaperTopping_dynamic_1-rdf:type-American-NEG-BIN","CaperTopping_CaperTopping_dynamic_1",117,43,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#CaperTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }","rdf:type","FALSE",4,4
"2hop-ChickenTopping_ChickenTopping_dynamic_1_ChickenTopping_dynamic_1-ChickenTopping_dynamic_1-isToppingOf-MC","ChickenTopping_ChickenTopping_dynamic_1",117,16,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#ChickenTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> ?x }","isToppingOf","PolloAdAstra_23; PolloAdAstra_30; PolloAdAstra_38; PolloAdAstra_39; PolloAdAstra_62; PolloAdAstra_70; PolloAdAstra_80; PolloAdAstra_81; PolloAdAstra_9",2,2
"2hop-ChickenTopping_ChickenTopping_dynamic_1_ChickenTopping_dynamic_1-ChickenTopping_dynamic_1-rdf:type-MC","ChickenTopping_ChickenTopping_dynamic_1",117,16,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#ChickenTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","DomainConcept; Food; MeatTopping; PizzaTopping",2,3
"2hop-ChickenTopping_ChickenTopping_dynamic_1_ChickenTopping_dynamic_1-ChickenTopping_dynamic_1-isToppingOf-PolloAdAstra_23-BIN","ChickenTopping_ChickenTopping_dynamic_1",117,16,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#ChickenTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> <http://www.example.com/genealogy.owl#PolloAdAstra_23> }","isToppingOf","TRUE",2,2
"2hop-ChickenTopping_ChickenTopping_dynamic_1_ChickenTopping_dynamic_1-ChickenTopping_dynamic_1-isToppingOf-CajunSpiceTopping_dynamic_1-NEG-BIN","ChickenTopping_ChickenTopping_dynamic_1",117,16,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#ChickenTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> <http://www.example.com/genealogy.owl#CajunSpiceTopping_dynamic_1> }","isToppingOf","FALSE",2,2
"2hop-ChickenTopping_ChickenTopping_dynamic_1_ChickenTopping_dynamic_1-ChickenTopping_dynamic_1-rdf:type-Food-BIN","ChickenTopping_ChickenTopping_dynamic_1",117,16,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#ChickenTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }","rdf:type","TRUE",4,4
"2hop-ChickenTopping_ChickenTopping_dynamic_1_ChickenTopping_dynamic_1-ChickenTopping_dynamic_1-rdf:type-American-NEG-BIN","ChickenTopping_ChickenTopping_dynamic_1",117,16,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#ChickenTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }","rdf:type","FALSE",4,4
"2hop-FourCheesesTopping_FourCheesesTopping_dynamic_1_FourCheesesTopping_dynamic_1-FourCheesesTopping_dynamic_1-isToppingOf-QuattroFormaggi_37-BIN","FourCheesesTopping_FourCheesesTopping_dynamic_1",117,12,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#FourCheesesTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> <http://www.example.com/genealogy.owl#QuattroFormaggi_37> }","isToppingOf","TRUE",2,2
"2hop-FourCheesesTopping_FourCheesesTopping_dynamic_1_FourCheesesTopping_dynamic_1-FourCheesesTopping_dynamic_1-isToppingOf-FourCheesesTopping_dynamic_1-NEG-BIN","FourCheesesTopping_FourCheesesTopping_dynamic_1",117,12,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#FourCheesesTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> <http://www.example.com/genealogy.owl#FourCheesesTopping_dynamic_1> }","isToppingOf","FALSE",2,2
"2hop-FourCheesesTopping_FourCheesesTopping_dynamic_1_FourCheesesTopping_dynamic_1-FourCheesesTopping_dynamic_1-isToppingOf-MC","FourCheesesTopping_FourCheesesTopping_dynamic_1",117,12,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#FourCheesesTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> ?x }","isToppingOf","QuattroFormaggi_37; QuattroFormaggi_4; QuattroFormaggi_42; QuattroFormaggi_61; QuattroFormaggi_65; QuattroFormaggi_69; QuattroFormaggi_79; QuattroFormaggi_89; QuattroFormaggi_94; QuattroFormaggi_95",2,2
"2hop-FourCheesesTopping_FourCheesesTopping_dynamic_1_FourCheesesTopping_dynamic_1-FourCheesesTopping_dynamic_1-rdf:type-MC","FourCheesesTopping_FourCheesesTopping_dynamic_1",117,12,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#FourCheesesTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","CheeseTopping; DomainConcept; Food; PizzaTopping",5,5
"2hop-FourCheesesTopping_FourCheesesTopping_dynamic_1_FourCheesesTopping_dynamic_1-FourCheesesTopping_dynamic_1-rdf:type-CheeseTopping-BIN","FourCheesesTopping_FourCheesesTopping_dynamic_1",117,12,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#FourCheesesTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#CheeseTopping> }","rdf:type","TRUE",2,2
"2hop-FourCheesesTopping_FourCheesesTopping_dynamic_1_FourCheesesTopping_dynamic_1-FourCheesesTopping_dynamic_1-rdf:type-American-NEG-BIN","FourCheesesTopping_FourCheesesTopping_dynamic_1",117,12,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#FourCheesesTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }","rdf:type","FALSE",2,2
"2hop-GarlicTopping_GarlicTopping_dynamic_1_GarlicTopping_dynamic_1-GarlicTopping_dynamic_1-isToppingOf-MC","GarlicTopping_GarlicTopping_dynamic_1",117,55,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> ?x }","isToppingOf","Fiorentina_10; Fiorentina_22; Fiorentina_41; Fiorentina_44; Fiorentina_52; Fiorentina_6; Fiorentina_78; Fiorentina_95; FruttiDiMare_13; FruttiDiMare_15; FruttiDiMare_33; FruttiDiMare_36; FruttiDiMare_74; FruttiDiMare_75; FruttiDiMare_93; FruttiDiMare_96; PolloAdAstra_23; PolloAdAstra_30; PolloAdAstra_38; PolloAdAstra_39; PolloAdAstra_62; PolloAdAstra_70; PolloAdAstra_80; PolloAdAstra_81; PolloAdAstra_9; Siciliana_13; Siciliana_40; Siciliana_45; Siciliana_47; Siciliana_5; Siciliana_54; Siciliana_61; Soho_24; Soho_35; Soho_5; Soho_50; Soho_70; Soho_73; Soho_8; Soho_82",2,2
"2hop-GarlicTopping_GarlicTopping_dynamic_1_GarlicTopping_dynamic_1-GarlicTopping_dynamic_1-rdf:type-MC","GarlicTopping_GarlicTopping_dynamic_1",117,55,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","DomainConcept; Food; PizzaTopping; VegetableTopping",2,2
"2hop-GarlicTopping_GarlicTopping_dynamic_1_GarlicTopping_dynamic_1-GarlicTopping_dynamic_1-rdf:type-Food-BIN","GarlicTopping_GarlicTopping_dynamic_1",117,55,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }","rdf:type","TRUE",4,4
"2hop-GarlicTopping_GarlicTopping_dynamic_1_GarlicTopping_dynamic_1-GarlicTopping_dynamic_1-rdf:type-American-NEG-BIN","GarlicTopping_GarlicTopping_dynamic_1",117,55,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }","rdf:type","FALSE",4,4
"2hop-GarlicTopping_GarlicTopping_dynamic_1_GarlicTopping_dynamic_1-GarlicTopping_dynamic_1-isToppingOf-Fiorentina_10-BIN","GarlicTopping_GarlicTopping_dynamic_1",117,55,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> <http://www.example.com/genealogy.owl#Fiorentina_10> }","isToppingOf","TRUE",2,2
"2hop-GarlicTopping_GarlicTopping_dynamic_1_GarlicTopping_dynamic_1-GarlicTopping_dynamic_1-isToppingOf-AnchoviesTopping_dynamic_1-NEG-BIN","GarlicTopping_GarlicTopping_dynamic_1",117,55,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }","isToppingOf","FALSE",2,2
"2hop-GoatsCheeseTopping_GoatsCheeseTopping_dynamic_1_GoatsCheeseTopping_dynamic_1-GoatsCheeseTopping_dynamic_1-rdf:type-MC","GoatsCheeseTopping_GoatsCheeseTopping_dynamic_1",117,16,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#GoatsCheeseTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","CheeseTopping; DomainConcept; Food; PizzaTopping",4,4
"2hop-GoatsCheeseTopping_GoatsCheeseTopping_dynamic_1_GoatsCheeseTopping_dynamic_1-GoatsCheeseTopping_dynamic_1-isToppingOf-Caprina_25-BIN","GoatsCheeseTopping_GoatsCheeseTopping_dynamic_1",117,16,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#GoatsCheeseTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> <http://www.example.com/genealogy.owl#Caprina_25> }","isToppingOf","TRUE",2,2
"2hop-GoatsCheeseTopping_GoatsCheeseTopping_dynamic_1_GoatsCheeseTopping_dynamic_1-GoatsCheeseTopping_dynamic_1-isToppingOf-GoatsCheeseTopping_dynamic_1-NEG-BIN","GoatsCheeseTopping_GoatsCheeseTopping_dynamic_1",117,16,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#GoatsCheeseTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> <http://www.example.com/genealogy.owl#GoatsCheeseTopping_dynamic_1> }","isToppingOf","FALSE",2,2
"2hop-GoatsCheeseTopping_GoatsCheeseTopping_dynamic_1_GoatsCheeseTopping_dynamic_1-GoatsCheeseTopping_dynamic_1-isToppingOf-MC","GoatsCheeseTopping_GoatsCheeseTopping_dynamic_1",117,16,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#GoatsCheeseTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> ?x }","isToppingOf","Caprina_25; Caprina_26; Caprina_31; Caprina_42; Caprina_46; Caprina_55; Caprina_64; Caprina_67; Caprina_72; Caprina_81; Caprina_82; Caprina_98",2,2
"2hop-GoatsCheeseTopping_GoatsCheeseTopping_dynamic_1_GoatsCheeseTopping_dynamic_1-GoatsCheeseTopping_dynamic_1-rdf:type-CheeseTopping-BIN","GoatsCheeseTopping_GoatsCheeseTopping_dynamic_1",117,16,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#GoatsCheeseTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#CheeseTopping> }","rdf:type","TRUE",2,2
"2hop-GoatsCheeseTopping_GoatsCheeseTopping_dynamic_1_GoatsCheeseTopping_dynamic_1-GoatsCheeseTopping_dynamic_1-rdf:type-American-NEG-BIN","GoatsCheeseTopping_GoatsCheeseTopping_dynamic_1",117,16,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#GoatsCheeseTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }","rdf:type","FALSE",2,2
