task,representation,gold_answer_set_size,scope,tag_basis,tag,n_unique_questions,n_observations,n_clusters,answer_f1_mean,answer_f1_se_clustered,answer_f1_ci95_low,answer_f1_ci95_high,answer_exact_match_mean,answer_exact_match_se_clustered,answer_exact_match_ci95_low,answer_exact_match_ci95_high
OEQA,FS,4.0,all,every,D,113,339,113,0.562373843789773,0.03952455085568454,0.48406101273033075,0.6406866748492152,0.5191740412979351,0.04104317605262983,0.4378522490759681,0.6004958335199021
OEQA,FS,5.0,all,every,D,185,555,185,0.7453822953822954,0.02278576458790251,0.7004273366375623,0.7903372541270285,0.6756756756756757,0.02973447718151132,0.6170113201376245,0.7343400312137268
OEQA,FS,6.0,all,every,D,115,345,115,0.7508739569609133,0.024562103359932252,0.7022166193837426,0.799531294538084,0.7043478260869566,0.031828534972034854,0.641295743452721,0.7673999087211921
OEQA,FS,7.0,all,every,D,136,408,136,0.8114822677322678,0.020780375025184827,0.7703850805271661,0.8525794549373695,0.7426470588235294,0.03149754397957738,0.6803546093436337,0.8049395083034252
OEQA,FS,8.0,all,every,D,47,141,47,0.8219070133963751,0.04020378131152157,0.7409809989344941,0.902833027858256,0.7872340425531915,0.050105789940054525,0.6863763185024744,0.8880917666039086
OEQA,FS,9.0,all,every,D,10,30,10,0.8666666666666667,0.1018350154434631,0.6362998570518789,1.0,0.8666666666666667,0.1018350154434631,0.6362998570518789,1.0
OEQA,FS,10.0,all,every,D,11,33,11,0.7651515151515151,0.11935124602004837,0.4992203668638196,1.0,0.696969696969697,0.13820308183019853,0.389034040882542,1.0
OEQA,FS,11.0,all,every,D,6,18,6,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
OEQA,FS,12.0,all,every,D,3,9,3,0.6574074074074073,0.3288014982326797,0.0,1.0,0.5555555555555556,0.2939723678960656,0.0,1.0
OEQA,FS,13.0,all,every,D,2,6,2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
OEQA,FS,14.0,all,every,D,2,6,2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
OEQA,FS,30.0,all,every,D,1,3,1,0.8000000000000002,,,,0.0,,,
OEQA,FS,40.0,all,every,D,1,3,1,0.20689655172413793,,,,0.0,,,
OEQA,FS,52.0,all,every,D,1,3,1,1.0,,,,1.0,,,
OEQA,FS,67.0,all,every,D,1,3,1,0.5,,,,0.0,,,
OEQA,FS,69.0,all,every,D,1,3,1,0.4318181818181819,,,,0.0,,,
OEQA,FS,195.0,all,every,D,1,3,1,0.2511210762331838,,,,0.0,,,
OEQA,NL,1.0,all,every,D,1379,4137,1379,0.3034136492027216,0.010750946297239019,0.28232365757058225,0.324503640834861,0.26081701716219485,0.010351943134081599,0.2405097448497816,0.2811242894746081
OEQA,NL,2.0,all,every,D,567,1701,567,0.3078838857126976,0.013140948830358625,0.28207290576592503,0.33369486565947015,0.14638447971781304,0.012940318108834746,0.12096757143183225,0.17180138800379383
OEQA,NL,3.0,all,every,D,434,1302,434,0.2277683968434462,0.013660287979696178,0.2009196778747072,0.2546171158121852,0.10906298003072197,0.011999809279751233,0.08547786180266005,0.13264809825878388
OEQA,NL,4.0,all,every,D,113,339,113,0.39173523278156275,0.03631306709369038,0.3197855451319341,0.4636849204311914,0.26548672566371684,0.03484743201398759,0.19644100605184384,0.33453244527558984
OEQA,NL,5.0,all,every,D,185,555,185,0.38558494558494555,0.024315307546750372,0.33761228952538064,0.43355760164451046,0.2918918918918919,0.026314541365653695,0.23997486637730372,0.3438089174064801
OEQA,NL,6.0,all,every,D,115,345,115,0.31192913089464813,0.027354212096658514,0.2577406474150187,0.3661176143742776,0.19420289855072465,0.028220256761709146,0.13829878725995998,0.2501070098414893
OEQA,NL,7.0,all,every,D,136,408,136,0.3302852988514753,0.026516647125281862,0.27784353061396305,0.3827270670889875,0.25,0.02884654177966309,0.19295041709777533,0.30704958290222467
OEQA,NL,8.0,all,every,D,47,141,47,0.4908466367197108,0.057363248755856584,0.3753804057593267,0.6063128676800948,0.2907801418439716,0.056097998474909226,0.177860727605638,0.40369955608230523
OEQA,NL,9.0,all,every,D,10,30,10,0.48526695526695524,0.09641096285791945,0.26717020506025224,0.7033637054736582,0.26666666666666666,0.10886621079036347,0.0203941881344617,0.5129391451988716
OEQA,NL,10.0,all,every,D,11,33,11,0.5356100969737333,0.06324904906957783,0.39468243339197007,0.6765377605554965,0.06060606060606061,0.060606060606060615,0.0,0.195644778906966
OEQA,NL,11.0,all,every,D,6,18,6,0.34320987654320984,0.06566230178210236,0.17441955629606753,0.5120001967903521,0.05555555555555555,0.05555555555555555,0.0,0.19836565753535076
OEQA,NL,12.0,all,every,D,3,9,3,0.3547201336675021,0.07790151203042245,0.019536980282348126,0.689903287052656,0.0,0.0,0.0,0.0
OEQA,NL,13.0,all,every,D,2,6,2,0.08333333333333333,9.25185853854297e-18,0.08333333333333322,0.08333333333333344,0.0,0.0,0.0,0.0
OEQA,NL,14.0,all,every,D,2,6,2,0.26666666666666666,0.1,0.0,1.0,0.16666666666666666,0.16666666666666669,0.0,1.0
OEQA,NL,30.0,all,every,D,1,3,1,0.3954802259887005,,,,0.0,,,
OEQA,NL,40.0,all,every,D,1,3,1,0.0,,,,0.0,,,
OEQA,NL,52.0,all,every,D,1,3,1,0.17351598173515984,,,,0.0,,,
OEQA,NL,67.0,all,every,D,1,3,1,0.15384615384615383,,,,0.0,,,
OEQA,NL,69.0,all,every,D,1,3,1,0.21527777777777776,,,,0.0,,,
OEQA,NL,195.0,all,every,D,1,3,1,0.22126436781609193,,,,0.0,,,
OEQA,AR,1.0,all,every,H,193,579,193,0.1491536557532869,0.015279804344299923,0.11901582327664428,0.17929148822992952,0.09153713298791019,0.013683600411208209,0.0645476475483173,0.11852661842750309
OEQA,AR,2.0,all,every,H,70,210,70,0.3701814058956916,0.03639439401771689,0.297576576414441,0.44278623537694217,0.3047619047619048,0.03881311190211342,0.22733186512673947,0.3821919443970701
OEQA,AR,3.0,all,every,H,274,822,274,0.08707477977550969,0.012830505461141192,0.06181547119642948,0.1123340883545899,0.07420924574209246,0.01227392084925067,0.050045680624147874,0.09837281086003705
OEQA,AR,4.0,all,every,H,50,150,50,0.18926984126984128,0.03887136075898033,0.11115491725507716,0.2673847652846054,0.14,0.03820223070501254,0.06322974317210853,0.2167702568278915
OEQA,AR,5.0,all,every,H,73,219,73,0.45118504022613615,0.02908886053629249,0.39319745655132876,0.5091726239009435,0.4246575342465753,0.03135981396961418,0.36214288764085545,0.4871721808522952
OEQA,AR,6.0,all,every,H,47,141,47,0.4520432286389733,0.03370047170906941,0.38420769745427874,0.5198787598236678,0.3404255319148936,0.04807889337208619,0.24364773904530485,0.43720332478448237
OEQA,AR,7.0,all,every,H,53,159,53,0.5168743555536007,0.026780071838636083,0.4631362099592792,0.5706125011479223,0.4339622641509434,0.03973881189072975,0.35422050423346313,0.5137040240684236
OEQA,AR,8.0,all,every,H,15,45,15,0.3684839879410015,0.04286788047067484,0.27654152856828407,0.46042644731371896,0.17777777777777778,0.06396648152257105,0.04058331973528331,0.31497223582027223
OEQA,AR,9.0,all,every,H,4,12,4,0.202039627039627,0.0678059540101076,0.0,0.4178284348553686,0.0,0.0,0.0,0.0
OEQA,AR,10.0,all,every,H,2,6,2,0.33158508158508154,0.1684149184149184,0.0,1.0,0.0,0.0,0.0,0.0
OEQA,FS,1.0,all,every,H,193,579,193,0.7130726211037092,0.0204693897772517,0.6726988685277446,0.7534463736796737,0.6442141623488774,0.02486074439773415,0.5951789173273633,0.6932494073703915
OEQA,FS,2.0,all,every,H,70,210,70,0.7333333333333333,0.03448660568879847,0.6645344374318536,0.802132229234813,0.7285714285714285,0.03478076008101423,0.6591857107138643,0.7979571464289927
OEQA,FS,3.0,all,every,H,274,822,274,0.14221411192214112,0.019707777502196232,0.1034155755087867,0.18101264833549552,0.13746958637469586,0.019667121656148187,0.0987510887847519,0.1761880839646398
OEQA,FS,4.0,all,every,H,50,150,50,0.3466666666666667,0.06385925567329603,0.21833668780410606,0.47499664552922727,0.3466666666666667,0.06385925567329603,0.21833668780410606,0.47499664552922727
OEQA,FS,5.0,all,every,H,73,219,73,0.7351598173515982,0.03844545187310529,0.6585202097387104,0.811799424964486,0.7351598173515982,0.03844545187310529,0.6585202097387104,0.811799424964486
OEQA,FS,6.0,all,every,H,47,141,47,0.7872340425531915,0.034269211525161124,0.7182536974957557,0.8562143876106273,0.7872340425531915,0.034269211525161124,0.7182536974957557,0.8562143876106273
OEQA,FS,7.0,all,every,H,53,159,53,0.8930817610062893,0.021576297165919456,0.8497857532332355,0.9363777687793432,0.8930817610062893,0.021576297165919456,0.8497857532332355,0.9363777687793432
OEQA,FS,8.0,all,every,H,15,45,15,0.9333333333333333,0.035634832254989916,0.8569042194866783,1.0,0.9333333333333333,0.035634832254989916,0.8569042194866783,1.0
OEQA,FS,9.0,all,every,H,4,12,4,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
OEQA,FS,10.0,all,every,H,2,6,2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
OEQA,NL,1.0,all,every,H,193,579,193,0.1897002212623423,0.0231341211885007,0.14407056180053934,0.23532988072414524,0.12435233160621761,0.020425623114275183,0.08406490424274446,0.16463975896969077
OEQA,NL,2.0,all,every,H,70,210,70,0.24835331942996175,0.031220613123588467,0.1860699004222221,0.3106367384377014,0.1619047619047619,0.028571428571428577,0.10490632147312653,0.2189032023363973
OEQA,NL,3.0,all,every,H,274,822,274,0.11635770285405322,0.009600220339233677,0.0974578295240202,0.13525757618408624,0.032846715328467155,0.0073470181462996775,0.01838270227336658,0.04731072838356773
OEQA,NL,4.0,all,every,H,50,150,50,0.14055555555555554,0.03204787062489209,0.07615294834505083,0.20495816276606027,0.08,0.020337291908631074,0.03913068179014614,0.12086931820985386
OEQA,NL,5.0,all,every,H,73,219,73,0.2280060882800609,0.027560296674243485,0.17306564097356414,0.28294653558655763,0.1643835616438356,0.02916859649427215,0.10623702724184289,0.22253009604582832
OEQA,NL,6.0,all,every,H,47,141,47,0.21903943180538926,0.03193097111529592,0.15476572057818672,0.2833131430325918,0.12056737588652482,0.02762674269252743,0.06495762710825687,0.17617712466479277
OEQA,NL,7.0,all,every,H,53,159,53,0.1820623122509915,0.022437161691360893,0.1370388534283697,0.22708577107361333,0.11320754716981132,0.02366138221700529,0.06572751014071422,0.16068758419890844
OEQA,NL,8.0,all,every,H,15,45,15,0.41056597723264393,0.10252719610695059,0.1906670118730081,0.6304649425922797,0.13333333333333333,0.07126966450997983,0.0,0.28619156102664356
OEQA,NL,9.0,all,every,H,4,12,4,0.44372294372294374,0.14279962985889771,0.0,0.8981750981633531,0.0,0.0,0.0,0.0
OEQA,NL,10.0,all,every,H,2,6,2,0.6259920634920635,0.054563492063492,0.0,1.0,0.0,0.0,0.0,0.0
OEQA,AR,1.0,all,every,I,469,1407,469,0.0799162169347553,0.007691668394128647,0.0648017358631662,0.0950306980063444,0.03411513859275053,0.006246851080572118,0.021839789789828132,0.04639048739567293
OEQA,AR,2.0,all,every,I,219,657,219,0.10620800897494298,0.015634505710430506,0.07539387410016968,0.13702214384971628,0.0319634703196347,0.008492065031425041,0.015226411784480545,0.04870052885478886
OEQA,AR,3.0,all,every,I,49,147,49,0.35831263722420187,0.03308071734878776,0.2917993971155863,0.42482587733281746,0.05442176870748299,0.026346825484404198,0.0014479256354800255,0.10739561177948595
OEQA,AR,4.0,all,every,I,17,51,17,0.3940921823274765,0.04430917850375271,0.30016092001324146,0.48802344464171155,0.0196078431372549,0.0196078431372549,0.0,0.061174613710215896
OEQA,AR,5.0,all,every,I,8,24,8,0.3783068783068783,0.02570750387256594,0.31751829120189345,0.4390954654118632,0.041666666666666664,0.041666666666666664,0.0,0.14019267714969935
OEQA,AR,6.0,all,every,I,9,27,9,0.19444444444444442,0.04892392065848394,0.08162568109557995,0.3072632077933089,0.037037037037037035,0.03703703703703704,0.0,0.1224445976001543
OEQA,AR,7.0,all,every,I,3,9,3,0.5277777777777778,0.1388888888888889,0.0,1.0,0.4444444444444444,0.2222222222222222,0.0,1.0
OEQA,AR,8.0,all,every,I,5,15,5,0.3111111111111111,0.1077262190536962,0.012015177518010456,0.6102070447042118,0.26666666666666666,0.12472191289246473,0.0,0.6129502112278566
OEQA,AR,9.0,all,every,I,4,12,4,0.4166666666666667,0.15957118462605632,0.0,0.9244933936096926,0.4166666666666667,0.15957118462605632,0.0,0.9244933936096926
OEQA,AR,10.0,all,every,I,3,9,3,0.5441077441077441,0.12255892255892258,0.016779261410977853,1.0,0.4444444444444444,0.2222222222222222,0.0,1.0
OEQA,AR,11.0,all,every,I,6,18,6,0.2777777777777778,0.1337954953199144,0.0,0.6217100477371131,0.2777777777777778,0.1337954953199144,0.0,0.6217100477371131
OEQA,AR,12.0,all,every,I,1,3,1,0.3333333333333333,,,,0.3333333333333333,,,
OEQA,AR,13.0,all,every,I,2,6,2,0.3333333333333333,0.33333333333333337,0.0,1.0,0.3333333333333333,0.33333333333333337,0.0,1.0
OEQA,AR,14.0,all,every,I,2,6,2,0.30808080808080807,0.025252525252525266,0.0,0.6289445640513157,0.16666666666666666,0.16666666666666666,0.0,1.0
OEQA,AR,30.0,all,every,I,1,3,1,0.3333333333333333,,,,0.3333333333333333,,,
OEQA,AR,52.0,all,every,I,1,3,1,0.6666666666666666,,,,0.6666666666666666,,,
OEQA,AR,67.0,all,every,I,1,3,1,0.3064516129032258,,,,0.0,,,
OEQA,AR,69.0,all,every,I,1,3,1,0.6002539682539683,,,,0.0,,,
OEQA,AR,195.0,all,every,I,1,3,1,0.17794486215538843,,,,0.0,,,
OEQA,FS,1.0,all,every,I,469,1407,469,0.8105086810843739,0.01045932506643335,0.7899556277495632,0.8310617344191846,0.7775408670931059,0.012325662261319925,0.7533203755953539,0.8017613585908578
OEQA,FS,2.0,all,every,I,219,657,219,0.2734359501482789,0.024227318005167253,0.22568619339279708,0.32118570690376064,0.1917808219178082,0.021655755893271487,0.14909937133218173,0.23446227250343468
OEQA,FS,3.0,all,every,I,49,147,49,0.5635637227473963,0.037528859703511094,0.48810689301351345,0.6390205524812791,0.32653061224489793,0.04291199743259765,0.24025025868783528,0.4128109658019606
OEQA,FS,4.0,all,every,I,17,51,17,0.5668901904196022,0.05883535028442291,0.44216481957012965,0.6916155612690748,0.3137254901960784,0.06685383184796988,0.1720016977883367,0.4554492826038201
OEQA,FS,5.0,all,every,I,8,24,8,0.4444444444444444,0.10286889997472795,0.20119814882953033,0.6876907400593585,0.25,0.137292411841319,0.0,0.5746449665996473
OEQA,FS,6.0,all,every,I,9,27,9,0.5805675805675806,0.13272955307598566,0.2744926823105569,0.8866424788246043,0.4074074074074074,0.15493704195075472,0.05012194797266567,0.7646928668421491
OEQA,FS,7.0,all,every,I,3,9,3,0.8981481481481483,0.10185185185185186,0.4599149997531708,1.0,0.7777777777777778,0.2222222222222222,0.0,1.0
OEQA,FS,8.0,all,every,I,5,15,5,0.8814814814814814,0.11851851851851854,0.552421320865446,1.0,0.8666666666666667,0.13333333333333333,0.49647398597362685,1.0
OEQA,FS,9.0,all,every,I,4,12,4,0.9166666666666666,0.08333333333333333,0.6514628078929781,1.0,0.9166666666666666,0.08333333333333333,0.6514628078929781,1.0
OEQA,FS,10.0,all,every,I,3,9,3,0.9166666666666666,0.08333333333333337,0.5581122725253214,1.0,0.6666666666666666,0.3333333333333333,0.0,1.0
OEQA,FS,11.0,all,every,I,6,18,6,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
OEQA,FS,12.0,all,every,I,1,3,1,1.0,,,,1.0,,,
OEQA,FS,13.0,all,every,I,2,6,2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
OEQA,FS,14.0,all,every,I,2,6,2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
OEQA,FS,30.0,all,every,I,1,3,1,0.8000000000000002,,,,0.0,,,
OEQA,FS,52.0,all,every,I,1,3,1,1.0,,,,1.0,,,
OEQA,FS,67.0,all,every,I,1,3,1,0.5,,,,0.0,,,
OEQA,FS,69.0,all,every,I,1,3,1,0.4318181818181819,,,,0.0,,,
OEQA,FS,195.0,all,every,I,1,3,1,0.2511210762331838,,,,0.0,,,
OEQA,NL,1.0,all,every,I,469,1407,469,0.278795043723917,0.01850100177671426,0.24243972692775367,0.31515036052008033,0.2459132906894101,0.01789710270271611,0.21074466326353508,0.2810819181152851
OEQA,NL,2.0,all,every,I,219,657,219,0.3172271749897321,0.01820903304965074,0.2813388897619612,0.35311546021750295,0.0837138508371385,0.015940954957705818,0.05229573342446415,0.11513196824981287
OEQA,NL,3.0,all,every,I,49,147,49,0.4912860382248137,0.047185086705269455,0.39641406285368586,0.5861580135959416,0.19727891156462585,0.0422782411382859,0.11227281044076956,0.28228501268848216
OEQA,NL,4.0,all,every,I,17,51,17,0.7275745592354589,0.050044441347762966,0.6214850828257811,0.8336640356451367,0.35294117647058826,0.07812439926720209,0.1873248484655885,0.518557504475588
OEQA,NL,5.0,all,every,I,8,24,8,0.5834986772486772,0.060301585575174545,0.4409080855881219,0.7260892689092325,0.20833333333333334,0.08768404680152521,0.000993509788650121,0.41567315687801654
OEQA,NL,6.0,all,every,I,9,27,9,0.31305114638447973,0.09612599692837924,0.09138419996701427,0.5347180928019452,0.14814814814814814,0.08072035080630877,0.0,0.3342896109026271
OEQA,NL,7.0,all,every,I,3,9,3,0.4271604938271605,0.12204126771612243,0.0,0.9522616875015123,0.2222222222222222,0.2222222222222222,0.0,1.0
OEQA,NL,8.0,all,every,I,5,15,5,0.5603703703703703,0.13077221318809468,0.1972884991684018,0.9234522415723387,0.4666666666666667,0.13333333333333336,0.09647398597362677,0.8368593473597066
OEQA,NL,9.0,all,every,I,4,12,4,0.47222222222222227,0.1388888888888889,0.030215790932741293,0.9142286535117032,0.4166666666666667,0.08333333333333331,0.15146280789297817,0.6818705254403552
OEQA,NL,10.0,all,every,I,3,9,3,0.5022385022385022,0.14883755027952655,0.0,1.0,0.2222222222222222,0.2222222222222222,0.0,1.0
OEQA,NL,11.0,all,every,I,6,18,6,0.34320987654320984,0.06566230178210236,0.17441955629606753,0.5120001967903521,0.05555555555555555,0.05555555555555555,0.0,0.19836565753535076
OEQA,NL,12.0,all,every,I,1,3,1,0.23333333333333336,,,,0.0,,,
OEQA,NL,13.0,all,every,I,2,6,2,0.08333333333333333,9.25185853854297e-18,0.08333333333333322,0.08333333333333344,0.0,0.0,0.0,0.0
OEQA,NL,14.0,all,every,I,2,6,2,0.26666666666666666,0.1,0.0,1.0,0.16666666666666666,0.16666666666666669,0.0,1.0
OEQA,NL,30.0,all,every,I,1,3,1,0.3954802259887005,,,,0.0,,,
OEQA,NL,52.0,all,every,I,1,3,1,0.17351598173515984,,,,0.0,,,
OEQA,NL,67.0,all,every,I,1,3,1,0.15384615384615383,,,,0.0,,,
OEQA,NL,69.0,all,every,I,1,3,1,0.21527777777777776,,,,0.0,,,
OEQA,NL,195.0,all,every,I,1,3,1,0.22126436781609193,,,,0.0,,,
OEQA,AR,1.0,all,every,N,42,126,42,0.00031746031746031665,0.00031746031746031665,0.0,0.0009585844350607517,0.0,0.0,0.0,0.0
OEQA,FS,1.0,all,every,N,42,126,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,NL,1.0,all,every,N,42,126,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,AR,1.0,all,every,R,72,216,72,0.038580246913580245,0.02199498253818252,0.0,0.08243699647146963,0.032407407407407406,0.018833715589509883,0.0,0.06996076969900139
OEQA,AR,2.0,all,every,R,279,837,279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,AR,3.0,all,every,R,22,66,22,0.2213454895273077,0.048992769203570624,0.1194594484000152,0.3232315306546002,0.0,0.0,0.0,0.0
OEQA,AR,4.0,all,every,R,8,24,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,FS,1.0,all,every,R,72,216,72,0.016975308641975308,0.01022830116773197,0.0,0.037369961919702134,0.004629629629629629,0.004629629629629629,0.0,0.013860848925211227
OEQA,FS,2.0,all,every,R,279,837,279,0.0007964954201513341,0.000796495420151334,0.0,0.0023644237153646625,0.0,0.0,0.0,0.0
OEQA,FS,3.0,all,every,R,22,66,22,0.21515151515151518,0.045092352069263326,0.12137683549694112,0.30892619480608924,0.0,0.0,0.0,0.0
OEQA,FS,4.0,all,every,R,8,24,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,NL,1.0,all,every,R,72,216,72,0.07716049382716049,0.02411405621033444,0.029078431374707524,0.12524255627961345,0.05092592592592592,0.020491825053618132,0.010066387265211224,0.09178546458664062
OEQA,NL,2.0,all,every,R,279,837,279,0.18166069295101556,0.009990071872157669,0.1619948970615744,0.2013264888404567,0.0,0.0,0.0,0.0
OEQA,NL,3.0,all,every,R,22,66,22,0.2685688049324413,0.046419436960799976,0.1720343011642987,0.3651033087005839,0.0,0.0,0.0,0.0
OEQA,NL,4.0,all,every,R,8,24,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,AR,1.0,all,every,S,10,30,10,0.7522222222222222,0.08507319530657576,0.5597732840925662,0.9446711603518783,0.7,0.09229582069908972,0.4912123481040565,0.9087876518959435
OEQA,AR,2.0,all,every,S,5,15,5,0.5111111111111112,0.16703662642636563,0.04734308728087505,0.9748791349413473,0.2,0.08164965809277261,0.0,0.42669579355275233
OEQA,AR,3.0,all,every,S,1,3,1,0.0,,,,0.0,,,
OEQA,FS,1.0,all,every,S,10,30,10,0.7333333333333333,0.06186404847588913,0.5933871329504474,0.8732795337162191,0.6666666666666666,0.08606629658238704,0.4719711773724945,0.8613621559608388
OEQA,FS,2.0,all,every,S,5,15,5,0.6666666666666666,0.03513641844631533,0.5691123296572128,0.7642210036761204,0.5333333333333333,0.08164965809277261,0.30663753978058095,0.7600291268860857
OEQA,FS,3.0,all,every,S,1,3,1,0.8222222222222223,,,,0.3333333333333333,,,
OEQA,NL,1.0,all,every,S,10,30,10,0.8222222222222223,0.10501812502783575,0.5846547184609963,1.0,0.8,0.11331154474650633,0.5436714774176279,1.0
OEQA,NL,2.0,all,every,S,5,15,5,0.5866666666666667,0.14565306318376833,0.18226893233302738,0.991064401000306,0.26666666666666666,0.16329931618554522,0.0,0.7200582537721714
OEQA,NL,3.0,all,every,S,1,3,1,0.3333333333333333,,,,0.0,,,
OEQA,AR,2.0,all,every,T,1,3,1,0.0,,,,0.0,,,
OEQA,FS,2.0,all,every,T,1,3,1,0.4444444444444444,,,,0.0,,,
OEQA,NL,2.0,all,every,T,1,3,1,0.48888888888888893,,,,0.0,,,
OEQA,AR,1.0,all,any,D,1379,4137,1379,0.24712794661376575,0.010231074785237571,0.2270577801704764,0.2671981130570551,0.21658206429780033,0.010184217934496144,0.19660381632965943,0.23656031226594124
OEQA,AR,2.0,all,any,D,567,1701,567,0.23414782128355063,0.015415699082903096,0.20386885855179837,0.2644267840153029,0.18106995884773663,0.014777039707576775,0.1520454279338211,0.21009448976165218
OEQA,AR,3.0,all,any,D,434,1302,434,0.2772020750868706,0.018104714990106928,0.24161802257633863,0.3127861275974026,0.20276497695852536,0.01785868531642469,0.16766448537851572,0.237865468538535
OEQA,AR,4.0,all,any,D,113,339,113,0.4364479178638471,0.037011684603848016,0.36311400917024234,0.5097818265574519,0.30383480825958703,0.040530771028004856,0.2235282809111915,0.3841413356079826
OEQA,AR,5.0,all,any,D,185,555,185,0.6773451373451373,0.0252703157203184,0.6274883069416303,0.7272019677486444,0.6198198198198198,0.02926315504070329,0.5620853548418929,0.6775542847977467
OEQA,AR,6.0,all,any,D,115,345,115,0.5209994353472613,0.03217940881315588,0.45725227433621723,0.5847465963583055,0.4,0.040170836136912046,0.3204218830110676,0.47957811698893243
