task,representation,dataset,hop,scope,tag_basis,tag,n_unique_questions,n_observations,n_clusters,answer_f1_mean,answer_f1_se_clustered,answer_f1_ci95_low,answer_f1_ci95_high,answer_exact_match_mean,answer_exact_match_se_clustered,answer_exact_match_ci95_low,answer_exact_match_ci95_high
OEQA,FS,Pizza250,2hop,all,every,D,206,618,206,0.4739782242209427,0.027907050000890513,0.418956586785094,0.5289998616567914,0.37702265372168287,0.031093809135924,0.3157179908238955,0.4383273166194702
OEQA,NL,FamilyOWL,1hop,all,every,D,627,1881,627,0.41204212004091084,0.015824160670701984,0.38096725412681404,0.44311698595500765,0.2509303561935141,0.016020846253620845,0.2194692468480197,0.28239146553900857
OEQA,NL,FamilyOWL,2hop,all,every,D,627,1881,627,0.18436684571519266,0.011221607006956381,0.1623302941192849,0.2064033973111004,0.09250398724082935,0.009513446952131443,0.07382185334631533,0.11118612113534337
OEQA,NL,OWL2Bench,1hop,all,every,D,489,1467,489,0.590315832391497,0.01906803149205158,0.5528502572608399,0.6277814075221541,0.5316973415132924,0.019585413144151312,0.4932151957331666,0.5701794872934183
OEQA,NL,OWL2Bench,2hop,all,every,D,531,1593,531,0.20974238692153901,0.013157570773716836,0.18389499657780597,0.23558977726527205,0.12366603892027621,0.011412834213502573,0.10124609637024415,0.14608598147030827
OEQA,NL,Pizza100,1hop,all,every,D,165,495,165,0.25293410293410296,0.02080249161265606,0.21185886398103682,0.2940093418871691,0.23636363636363636,0.021256069631199328,0.19439279193010997,0.2783344807971627
OEQA,NL,Pizza100,2hop,all,every,D,165,495,165,0.16126029271217274,0.010730781340993924,0.1400719939284699,0.18244859149587558,0.08282828282828283,0.011248008813798026,0.0606187005159476,0.10503786514061807
OEQA,NL,Pizza250,1hop,all,every,D,206,618,206,0.24942823114288734,0.018648652497119497,0.21266048262303658,0.2861959796627381,0.22168284789644013,0.01904723724318467,0.18412924829649463,0.25923644749638564
OEQA,NL,Pizza250,2hop,all,every,D,206,618,206,0.16167782235743403,0.00899235696248559,0.14394845990358013,0.17940718481128792,0.042071197411003236,0.007731388926031023,0.026827963950281294,0.05731443087172518
BQA,AR,FamilyOWL,1hop,all,every,H,174,522,87,0.6168582375478927,0.013381290871417652,0.5902571117009676,0.6434593633948178,0.6168582375478927,0.013381290871417652,0.5902571117009676,0.6434593633948178
BQA,AR,FamilyOWL,2hop,all,every,H,174,522,87,0.5842911877394636,0.013860631475213237,0.556737164309814,0.6118452111691133,0.5842911877394636,0.013860631475213237,0.556737164309814,0.6118452111691133
BQA,AR,OWL2Bench,1hop,all,every,H,132,396,66,0.601010101010101,0.01721280335421579,0.5666337589216996,0.6353864430985023,0.601010101010101,0.01721280335421579,0.5666337589216996,0.6353864430985023
BQA,AR,OWL2Bench,2hop,all,every,H,140,420,70,0.48333333333333334,0.010804960988572487,0.4617780259487681,0.5048886407178986,0.48333333333333334,0.010804960988572487,0.4617780259487681,0.5048886407178986
BQA,AR,Pizza100,1hop,all,every,H,210,630,105,0.6095238095238096,0.014412340714069386,0.580943597044216,0.6381040220034031,0.6095238095238096,0.014412340714069386,0.580943597044216,0.6381040220034031
BQA,AR,Pizza100,2hop,all,every,H,216,648,108,0.5679012345679012,0.010749801557016537,0.5465910067291491,0.5892114624066533,0.5679012345679012,0.010749801557016537,0.5465910067291491,0.5892114624066533
BQA,AR,Pizza250,1hop,all,every,H,270,810,135,0.5876543209876544,0.011334085217369984,0.565237475300579,0.6100711666747297,0.5876543209876544,0.011334085217369984,0.565237475300579,0.6100711666747297
BQA,AR,Pizza250,2hop,all,every,H,270,810,135,0.571604938271605,0.009684657071016888,0.5524503740584725,0.5907595024847374,0.571604938271605,0.009684657071016888,0.5524503740584725,0.5907595024847374
BQA,FS,FamilyOWL,1hop,all,every,H,174,522,87,0.9942528735632183,0.0032792954146980214,0.9877338500359774,1.0,0.9942528735632183,0.0032792954146980214,0.9877338500359774,1.0
BQA,FS,FamilyOWL,2hop,all,every,H,174,522,87,0.9770114942528736,0.006769902469259216,0.9635533735613312,0.990469614944416,0.9770114942528736,0.006769902469259216,0.9635533735613312,0.990469614944416
BQA,FS,OWL2Bench,1hop,all,every,H,132,396,66,0.8106060606060606,0.0212550902343361,0.7681567141527752,0.8530554070593459,0.8106060606060606,0.0212550902343361,0.7681567141527752,0.8530554070593459
BQA,FS,OWL2Bench,2hop,all,every,H,140,420,70,0.669047619047619,0.024804934211714695,0.6195631292699221,0.7185321088253159,0.669047619047619,0.024804934211714695,0.6195631292699221,0.7185321088253159
BQA,FS,Pizza100,1hop,all,every,H,210,630,105,0.580952380952381,0.010844078852787577,0.5594481656478133,0.6024565962569487,0.580952380952381,0.010844078852787577,0.5594481656478133,0.6024565962569487
BQA,FS,Pizza100,2hop,all,every,H,216,648,108,0.6003086419753086,0.01625187885976617,0.5680911875904544,0.6325260963601629,0.6003086419753086,0.01625187885976617,0.5680911875904544,0.6325260963601629
BQA,FS,Pizza250,1hop,all,every,H,270,810,135,0.5851851851851851,0.009250963669187753,0.5668883909532954,0.6034819794170749,0.5851851851851851,0.009250963669187753,0.5668883909532954,0.6034819794170749
BQA,FS,Pizza250,2hop,all,every,H,270,810,135,0.5938271604938271,0.013642919524056388,0.5668438428438716,0.6208104781437827,0.5938271604938271,0.013642919524056388,0.5668438428438716,0.6208104781437827
BQA,NL,FamilyOWL,1hop,all,every,H,174,522,87,0.8544061302681992,0.01980116600043054,0.8150427150525262,0.8937695454838722,0.8544061302681992,0.01980116600043054,0.8150427150525262,0.8937695454838722
BQA,NL,FamilyOWL,2hop,all,every,H,174,522,87,0.6264367816091954,0.021101128759538755,0.5844891259578543,0.6683844372605364,0.6264367816091954,0.021101128759538755,0.5844891259578543,0.6683844372605364
BQA,NL,OWL2Bench,1hop,all,every,H,132,396,66,0.6287878787878788,0.019310657919013163,0.5902218318218273,0.6673539257539303,0.6287878787878788,0.019310657919013163,0.5902218318218273,0.6673539257539303
BQA,NL,OWL2Bench,2hop,all,every,H,140,420,70,0.6071428571428571,0.020916353365607408,0.5654158738953757,0.6488698403903385,0.6071428571428571,0.020916353365607408,0.5654158738953757,0.6488698403903385
BQA,NL,Pizza100,1hop,all,every,H,210,630,105,0.6777777777777778,0.009640112011715747,0.6586610738996245,0.6968944816559312,0.6777777777777778,0.009640112011715747,0.6586610738996245,0.6968944816559312
BQA,NL,Pizza100,2hop,all,every,H,216,648,108,0.5925925925925926,0.010591278145236579,0.5715966189291282,0.613588566256057,0.5925925925925926,0.010591278145236579,0.5715966189291282,0.613588566256057
BQA,NL,Pizza250,1hop,all,every,H,270,810,135,0.6765432098765433,0.009719827228177807,0.6573190852206625,0.695767334532424,0.6765432098765433,0.009719827228177807,0.6573190852206625,0.695767334532424
BQA,NL,Pizza250,2hop,all,every,H,270,810,135,0.5691358024691358,0.009972812557717125,0.5494113169120783,0.5888602880261932,0.5691358024691358,0.009972812557717125,0.5494113169120783,0.5888602880261932
OEQA,AR,FamilyOWL,1hop,all,every,H,73,219,73,0.3407527828962156,0.02761744574739937,0.2856984109945141,0.39580715479791706,0.1506849315068493,0.03052689668208764,0.08983067516785642,0.2115391878458422
OEQA,AR,FamilyOWL,2hop,all,every,H,73,219,73,0.11326950058085417,0.021960609885896022,0.06949182487164593,0.1570471762900624,0.045662100456621,0.018749901057465632,0.008284855820048363,0.08303934509319363
OEQA,AR,OWL2Bench,1hop,all,every,H,59,177,59,0.06433434738519483,0.01755312707029013,0.029197946027172045,0.09947074874321762,0.011299435028248588,0.007920729144849453,0.0,0.027154497044672477
OEQA,AR,OWL2Bench,2hop,all,every,H,81,243,81,0.14370661345969987,0.020815058951061987,0.10228332602993648,0.18512990088946327,0.09465020576131687,0.01779567762176103,0.05923567866981394,0.1300647328528198
OEQA,AR,Pizza100,1hop,all,every,H,111,333,111,0.25225225225225223,0.028045247755565588,0.19667315392275775,0.3078313505817467,0.25225225225225223,0.028045247755565588,0.19667315392275775,0.3078313505817467
OEQA,AR,Pizza100,2hop,all,every,H,112,336,112,0.2678253599270083,0.02972406392164837,0.2089251429760033,0.3267255768780133,0.24107142857142858,0.02995832865059681,0.18170700042119445,0.30043585672166273
OEQA,AR,Pizza250,1hop,all,every,H,132,396,132,0.25757575757575757,0.0262431940540739,0.20566045970598884,0.3094910554455263,0.25757575757575757,0.0262431940540739,0.20566045970598884,0.3094910554455263
OEQA,AR,Pizza250,2hop,all,every,H,140,420,140,0.2572912537198252,0.024714791715010603,0.2084257180758392,0.3061567893638112,0.19523809523809524,0.02505804937728455,0.14569387819050547,0.244782312285685
OEQA,FS,FamilyOWL,1hop,all,every,H,73,219,73,0.7796803652968036,0.026358601268648668,0.7271354539995851,0.8322252765940221,0.6986301369863014,0.04016938575463211,0.6185539299892558,0.7787063439833469
OEQA,FS,FamilyOWL,2hop,all,every,H,73,219,73,0.7912589693411611,0.02534343119588303,0.7407377625979664,0.8417801760843558,0.7214611872146118,0.03792215373912022,0.6458647553663254,0.7970576190628983
OEQA,FS,OWL2Bench,1hop,all,every,H,59,177,59,0.5559322033898305,0.04185329858547165,0.4721537238421408,0.6397106829375202,0.5480225988700564,0.042460458882410686,0.4630287559403051,0.6330164417998078
OEQA,FS,OWL2Bench,2hop,all,every,H,81,243,81,0.7503429355281206,0.03824973808788553,0.6742235308868566,0.8264623401693846,0.7078189300411523,0.04073346570120148,0.6267567499282687,0.7888811101540358
OEQA,FS,Pizza100,1hop,all,every,H,111,333,111,0.3813813813813814,0.0419835012263983,0.2981799362304688,0.464582826532294,0.3813813813813814,0.0419835012263983,0.2981799362304688,0.464582826532294
OEQA,FS,Pizza100,2hop,all,every,H,112,336,112,0.3958333333333333,0.04301886730694968,0.3105885759527511,0.48107809071391555,0.3958333333333333,0.04301886730694968,0.3105885759527511,0.48107809071391555
OEQA,FS,Pizza250,1hop,all,every,H,132,396,132,0.3838383838383838,0.038189156915609,0.30829112184793994,0.4593856458288277,0.3838383838383838,0.038189156915609,0.30829112184793994,0.4593856458288277
OEQA,FS,Pizza250,2hop,all,every,H,140,420,140,0.4119047619047619,0.036803090175296455,0.3391385118182797,0.48467101199124407,0.4119047619047619,0.036803090175296455,0.3391385118182797,0.48467101199124407
OEQA,NL,FamilyOWL,1hop,all,every,H,73,219,73,0.5161405877209297,0.04109291306649839,0.4342233626748616,0.5980578127669979,0.2100456621004566,0.04288889742345623,0.1245482076724984,0.2955431165284148
OEQA,NL,FamilyOWL,2hop,all,every,H,73,219,73,0.21562362041814098,0.03609961637813856,0.14366035039785158,0.2875868904384304,0.0776255707762557,0.025616488096966265,0.026560035049125956,0.12869110650338544
OEQA,NL,OWL2Bench,1hop,all,every,H,59,177,59,0.11044341722307824,0.03122626269895912,0.04793726121405957,0.17294957323209692,0.0847457627118644,0.0307843019662204,0.023124287228874475,0.14636723819485434
OEQA,NL,OWL2Bench,2hop,all,every,H,81,243,81,0.059346817266439006,0.016923936792515786,0.025667109712031053,0.09302652482084696,0.0411522633744856,0.013586480674254464,0.014114305161071351,0.06819022158789984
OEQA,NL,Pizza100,1hop,all,every,H,111,333,111,0.15862290862290865,0.021738633020922882,0.11554204042202429,0.201703776823793,0.14414414414414414,0.02201167867354763,0.10052216354846341,0.18776612473982487
OEQA,NL,Pizza100,2hop,all,every,H,112,336,112,0.1420256991685563,0.012574408807701155,0.117108668685897,0.16694272965121562,0.0625,0.012348937049246231,0.0380297568585443,0.0869702431414557
OEQA,NL,Pizza250,1hop,all,every,H,132,396,132,0.1455357142857143,0.018831171254609008,0.10828316557135953,0.18278826300006906,0.13383838383838384,0.01892171534643418,0.09640671731208264,0.17127005036468504
OEQA,NL,Pizza250,2hop,all,every,H,140,420,140,0.15152752009894868,0.010548492167231298,0.1306712763590881,0.17238376383880927,0.02857142857142857,0.007914781269307928,0.01292249935165209,0.04422035779120505
BQA,AR,FamilyOWL,1hop,all,every,I,658,1974,329,0.5572441742654508,0.0055621826454645695,0.5463021215993172,0.5681862269315844,0.5572441742654508,0.0055621826454645695,0.5463021215993172,0.5681862269315844
BQA,AR,FamilyOWL,2hop,all,every,I,658,1974,329,0.5531914893617021,0.005308842495686818,0.5427478132211174,0.5636351655022869,0.5531914893617021,0.005308842495686818,0.5427478132211174,0.5636351655022869
BQA,AR,OWL2Bench,1hop,all,every,I,72,216,36,0.5138888888888888,0.0077862765358526105,0.4980819071619048,0.5296958706158729,0.5138888888888888,0.0077862765358526105,0.4980819071619048,0.5296958706158729
BQA,AR,OWL2Bench,2hop,all,every,I,64,192,32,0.515625,0.011494931776275082,0.49218093207687763,0.5390690679231224,0.515625,0.011494931776275082,0.49218093207687763,0.5390690679231224
BQA,AR,Pizza100,1hop,all,every,I,22,66,11,0.5909090909090909,0.026243194054073903,0.5324356106375536,0.6493825711806283,0.5909090909090909,0.026243194054073903,0.5324356106375536,0.6493825711806283
BQA,AR,Pizza100,2hop,all,every,I,16,48,8,0.4791666666666667,0.02083333333333333,0.42990366142515035,0.528429671908183,0.4791666666666667,0.02083333333333333,0.42990366142515035,0.528429671908183
BQA,AR,Pizza250,1hop,all,every,I,16,48,8,0.5416666666666666,0.027277236279499045,0.47716625224373665,0.6061670810895966,0.5416666666666666,0.027277236279499045,0.47716625224373665,0.6061670810895966
BQA,AR,Pizza250,2hop,all,every,I,14,42,7,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5
BQA,FS,FamilyOWL,1hop,all,every,I,658,1974,329,0.9341438703140831,0.005479275629174372,0.9233649142228848,0.9449228264052814,0.9341438703140831,0.005479275629174372,0.9233649142228848,0.9449228264052814
BQA,FS,FamilyOWL,2hop,all,every,I,658,1974,329,0.8738601823708206,0.006625765545069186,0.8608258251465543,0.886894539595087,0.8738601823708206,0.006625765545069186,0.8608258251465543,0.886894539595087
BQA,FS,OWL2Bench,1hop,all,every,I,72,216,36,0.6574074074074074,0.029654420845482247,0.5972057325413217,0.7176090822734932,0.6574074074074074,0.029654420845482247,0.5972057325413217,0.7176090822734932
BQA,FS,OWL2Bench,2hop,all,every,I,64,192,32,0.671875,0.023046886865163093,0.6248705643409231,0.7188794356590769,0.671875,0.023046886865163093,0.6248705643409231,0.7188794356590769
BQA,FS,Pizza100,1hop,all,every,I,22,66,11,0.7424242424242424,0.04121657729919831,0.6505879851988825,0.8342604996496024,0.7424242424242424,0.04121657729919831,0.6505879851988825,0.8342604996496024
BQA,FS,Pizza100,2hop,all,every,I,16,48,8,0.7916666666666666,0.027277236279499045,0.7271662522437367,0.8561670810895966,0.7916666666666666,0.027277236279499045,0.7271662522437367,0.8561670810895966
BQA,FS,Pizza250,1hop,all,every,I,16,48,8,0.7708333333333334,0.0625,0.6230443176087843,0.9186223490578824,0.7708333333333334,0.0625,0.6230443176087843,0.9186223490578824
BQA,FS,Pizza250,2hop,all,every,I,14,42,7,0.7619047619047619,0.03367175148507369,0.6795129541471269,0.8442965696623969,0.7619047619047619,0.03367175148507369,0.6795129541471269,0.8442965696623969
BQA,NL,FamilyOWL,1hop,all,every,I,658,1974,329,0.7659574468085106,0.011605447062073516,0.7431269464345649,0.7887879471824564,0.7659574468085106,0.011605447062073516,0.7431269464345649,0.7887879471824564
BQA,NL,FamilyOWL,2hop,all,every,I,658,1974,329,0.6332320162107397,0.008915060800683945,0.615694105102695,0.6507699273187844,0.6332320162107397,0.008915060800683945,0.615694105102695,0.6507699273187844
BQA,NL,OWL2Bench,1hop,all,every,I,72,216,36,0.6898148148148148,0.01353155854370054,0.6623442905336646,0.7172853390959649,0.6898148148148148,0.01353155854370054,0.6623442905336646,0.7172853390959649
BQA,NL,OWL2Bench,2hop,all,every,I,64,192,32,0.671875,0.023046886865163093,0.6248705643409231,0.7188794356590769,0.671875,0.023046886865163093,0.6248705643409231,0.7188794356590769
BQA,NL,Pizza100,1hop,all,every,I,22,66,11,0.8333333333333334,0.022473328748774737,0.7832596364152078,0.883407030251459,0.8333333333333334,0.022473328748774737,0.7832596364152078,0.883407030251459
BQA,NL,Pizza100,2hop,all,every,I,16,48,8,0.7291666666666666,0.043842023400762604,0.625496754894325,0.8328365784390083,0.7291666666666666,0.043842023400762604,0.625496754894325,0.8328365784390083
BQA,NL,Pizza250,1hop,all,every,I,16,48,8,0.8125,0.020833333333333332,0.7632369947584836,0.8617630052415164,0.8125,0.020833333333333332,0.7632369947584836,0.8617630052415164
BQA,NL,Pizza250,2hop,all,every,I,14,42,7,0.6904761904761905,0.043470044246441755,0.5841088240397759,0.796843556912605,0.6904761904761905,0.043470044246441755,0.5841088240397759,0.796843556912605
OEQA,AR,FamilyOWL,1hop,all,every,I,343,1029,343,0.12529193083128942,0.01127084510068107,0.10312302782736918,0.14746083383520966,0.057337220602526724,0.00967631172992036,0.038304644583596455,0.07636979662145699
OEQA,AR,FamilyOWL,2hop,all,every,I,343,1029,343,0.02592966538832345,0.004705000660921169,0.0166752836313566,0.035184047145290304,0.009718172983479106,0.0033301854905290005,0.0031679490681367833,0.016268396898821428
OEQA,AR,OWL2Bench,1hop,all,every,I,43,129,43,0.42759320782576593,0.02704797671928765,0.3730081809103123,0.48217823474121957,0.015503875968992248,0.010831598930322043,0.0,0.03736292758254299
OEQA,AR,OWL2Bench,2hop,all,every,I,43,129,43,0.46409219548754427,0.03635477436113243,0.3907252905392498,0.5374591004358387,0.06201550387596899,0.022883696921120515,0.015834333826612923,0.10819667392532506
OEQA,AR,Pizza100,1hop,all,every,I,7,21,7,0.5714285714285714,0.061475926130276456,0.42100239922028526,0.7218547436368575,0.5714285714285714,0.061475926130276456,0.42100239922028526,0.7218547436368575
OEQA,AR,Pizza100,2hop,all,every,I,7,21,7,0.2540284043441938,0.08070957962405773,0.05653917746115844,0.4515176312272292,0.14285714285714285,0.06734350297014739,0.0,0.30764075837241295
OEQA,AR,Pizza250,1hop,all,every,I,7,21,7,0.5714285714285714,0.06147592613027646,0.42100239922028526,0.7218547436368575,0.5714285714285714,0.06147592613027646,0.42100239922028526,0.7218547436368575
OEQA,AR,Pizza250,2hop,all,every,I,9,27,9,0.17658665508127872,0.0789527252536982,0.0,0.35865196600194515,0.1111111111111111,0.07856742013183861,0.0,0.292287906827454
OEQA,FS,FamilyOWL,1hop,all,every,I,343,1029,343,0.6767550557638021,0.02010994776186498,0.6372003038916689,0.7163098076359353,0.6550048590864918,0.020589891262806224,0.6145060945139191,0.6955036236590644
OEQA,FS,FamilyOWL,2hop,all,every,I,343,1029,343,0.6134627708971733,0.020085511038540803,0.5739560842184012,0.6529694575759454,0.5500485908649174,0.021054729929028636,0.5086355236635798,0.5914616580662551
OEQA,FS,OWL2Bench,1hop,all,every,I,43,129,43,0.45613387473852585,0.032232219035355836,0.3910866232620379,0.5211811262150138,0.20155038759689922,0.040209147574036,0.12040504259181055,0.2826957326019879
OEQA,FS,OWL2Bench,2hop,all,every,I,43,129,43,0.544267704732821,0.0365662208269027,0.47047408354083,0.6180613259248121,0.23255813953488372,0.03767397806474145,0.1565289737300456,0.30858730533972184
OEQA,FS,Pizza100,1hop,all,every,I,7,21,7,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
OEQA,FS,Pizza100,2hop,all,every,I,7,21,7,0.7832770368644807,0.1190106359515485,0.49206850134233715,1.0,0.5714285714285714,0.20203050891044216,0.07707772488276116,1.0
OEQA,FS,Pizza250,1hop,all,every,I,7,21,7,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
OEQA,FS,Pizza250,2hop,all,every,I,9,27,9,0.9444444444444444,0.05555555555555555,0.8163331035997685,1.0,0.8888888888888888,0.1111111111111111,0.632666207199537,1.0
