task,representation,model,scope,tag_basis,tag,n_unique_questions,n_observations,n_clusters,answer_f1_mean,answer_f1_se_clustered,answer_f1_ci95_low,answer_f1_ci95_high,answer_exact_match_mean,answer_exact_match_se_clustered,answer_exact_match_ci95_low,answer_exact_match_ci95_high
BQA,AR,Gemini 2.5 Flash-Lite,all,every,H,1586,1586,793,0.6008827238335435,0.0072956667833624506,0.5865615941770462,0.6152038534900407,0.6008827238335435,0.0072956667833624506,0.5865615941770462,0.6152038534900407
BQA,AR,Qwen3-30B-A3B-Instruct,all,every,H,1586,1586,793,0.6387137452711223,0.009207164614941374,0.6206404146031175,0.6567870759391272,0.6387137452711223,0.009207164614941374,0.6206404146031175,0.6567870759391272
BQA,FS,GPT-5 mini,all,every,H,1586,1586,793,0.6645649432534678,0.00834853545786979,0.6481770705224006,0.680952815984535,0.6645649432534678,0.00834853545786979,0.6481770705224006,0.680952815984535
BQA,FS,Gemini 2.5 Flash-Lite,all,every,H,1586,1586,793,0.6992433795712484,0.00896872143478431,0.6816381042298003,0.7168486549126964,0.6992433795712484,0.00896872143478431,0.6816381042298003,0.7168486549126964
BQA,FS,Qwen3-30B-A3B-Instruct,all,every,H,1586,1586,793,0.742749054224464,0.00961153381692967,0.723881961458665,0.761616146990263,0.742749054224464,0.00961153381692967,0.723881961458665,0.761616146990263
BQA,NL,GPT-5 mini,all,every,H,1586,1586,793,0.6973518284993695,0.009131014710478546,0.679427977335778,0.715275679662961,0.6973518284993695,0.009131014710478546,0.679427977335778,0.715275679662961
BQA,NL,Gemini 2.5 Flash-Lite,all,every,H,1586,1586,793,0.5592686002522068,0.005742972555703627,0.5479953531281062,0.5705418473763074,0.5592686002522068,0.005742972555703627,0.5479953531281062,0.5705418473763074
BQA,NL,Qwen3-30B-A3B-Instruct,all,every,H,1586,1586,793,0.6960907944514502,0.009294632689570873,0.6778457671209236,0.7143358217819767,0.6960907944514502,0.009294632689570873,0.6778457671209236,0.7143358217819767
OEQA,AR,GPT-5 mini,all,every,H,781,781,781,0.004090197752169584,0.0018105578403389655,0.0005360546014473743,0.007644340902891794,0.0012804097311139564,0.0012804097311139562,0.0,0.0037938668406116336
OEQA,AR,Gemini 2.5 Flash-Lite,all,every,H,781,781,781,0.3267326369495534,0.015732257164243528,0.2958500587739628,0.357615215125144,0.2599231754161332,0.015704119919084405,0.22909583093423327,0.29075051989803313
OEQA,AR,Qwen3-30B-A3B-Instruct,all,every,H,781,781,781,0.34752596701039756,0.015715058254146538,0.3166771504673598,0.37837478355343535,0.2727272727272727,0.015946509441945984,0.24142411518749002,0.3040304302670554
OEQA,FS,GPT-5 mini,all,every,H,781,781,781,0.49940247545881344,0.017683852626437943,0.4646888958700671,0.5341160550475598,0.4827144686299616,0.017892170268858237,0.44759195942544333,0.5178369778344799
OEQA,FS,Gemini 2.5 Flash-Lite,all,every,H,781,781,781,0.46024632644350955,0.017676308576244873,0.4255475559007517,0.4949450969862674,0.44814340588988477,0.017806326074341322,0.4131894096978613,0.48309740208190827
OEQA,FS,Qwen3-30B-A3B-Instruct,all,every,H,781,781,781,0.5893512590695689,0.017206558277690027,0.5555746130615599,0.6231279050775779,0.5608194622279129,0.01776993257906447,0.5259369068311445,0.5957020176246813
OEQA,NL,GPT-5 mini,all,every,H,781,781,781,0.29076825507683385,0.014384626500788313,0.2625310893733054,0.3190054207803623,0.1792573623559539,0.013733925821041555,0.1522975285954134,0.20621719611649442
OEQA,NL,Gemini 2.5 Flash-Lite,all,every,H,781,781,781,0.16423473545892864,0.011416911433691113,0.14182322411673445,0.18664624680112282,0.08322663252240717,0.009890422728345257,0.06381163377753717,0.10264163126727717
OEQA,NL,Qwen3-30B-A3B-Instruct,all,every,H,781,781,781,0.07770109117672253,0.007915222107579317,0.0621634310073952,0.09323875134604985,0.02176696542893726,0.005224837703890013,0.011510556754669624,0.032023374103204896
BQA,AR,GPT-5 mini,all,every,I,1520,1520,760,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5
BQA,AR,Gemini 2.5 Flash-Lite,all,every,I,1520,1520,760,0.5302631578947369,0.004711337930722425,0.5210143567302927,0.539511959059181,0.5302631578947369,0.004711337930722425,0.5210143567302927,0.539511959059181
BQA,AR,Qwen3-30B-A3B-Instruct,all,every,I,1520,1520,760,0.6217105263157895,0.008633064996870289,0.6047630046627348,0.6386580479688442,0.6217105263157895,0.008633064996870289,0.6047630046627348,0.6386580479688442
BQA,FS,GPT-5 mini,all,every,I,1520,1520,760,0.8986842105263158,0.007295115909065544,0.8843632092509572,0.9130052118016743,0.8986842105263158,0.007295115909065544,0.8843632092509572,0.9130052118016743
BQA,FS,Gemini 2.5 Flash-Lite,all,every,I,1520,1520,760,0.8631578947368421,0.008458264118952296,0.846553523710426,0.8797622657632582,0.8631578947368421,0.008458264118952296,0.846553523710426,0.8797622657632582
BQA,FS,Qwen3-30B-A3B-Instruct,all,every,I,1520,1520,760,0.8671052631578947,0.00801730320285663,0.851366540041739,0.8828439862740505,0.8671052631578947,0.00801730320285663,0.851366540041739,0.8828439862740505
BQA,NL,GPT-5 mini,all,every,I,1520,1520,760,0.7756578947368421,0.009026507037533793,0.7579380092123484,0.7933777802613358,0.7756578947368421,0.009026507037533793,0.7579380092123484,0.7933777802613358
BQA,NL,Gemini 2.5 Flash-Lite,all,every,I,1520,1520,760,0.6085526315789473,0.007822134263560649,0.5931970435169029,0.6239082196409917,0.6085526315789473,0.007822134263560649,0.5931970435169029,0.6239082196409917
BQA,NL,Qwen3-30B-A3B-Instruct,all,every,I,1520,1520,760,0.7197368421052631,0.010053592900040525,0.7000006900635256,0.7394729941470006,0.7197368421052631,0.010053592900040525,0.7000006900635256,0.7394729941470006
OEQA,AR,GPT-5 mini,all,every,I,802,802,802,0.04262171051447859,0.005038512002530713,0.032731464020072286,0.0525119570088849,0.0,0.0,0.0,0.0
OEQA,AR,Gemini 2.5 Flash-Lite,all,every,I,802,802,802,0.1588493395571096,0.010651594698805817,0.1379410045016829,0.17975767461253628,0.06359102244389027,0.008622127291842932,0.04666638989768553,0.080515654990095
OEQA,AR,Qwen3-30B-A3B-Instruct,all,every,I,802,802,802,0.17850011665636853,0.01126638042246243,0.1563850002446303,0.20061523306810675,0.07231920199501247,0.009151869911044707,0.054354721755705805,0.09028368223431915
OEQA,FS,GPT-5 mini,all,every,I,802,802,802,0.7734963221560629,0.014125914404388854,0.7457681406318116,0.8012245036803142,0.7369077306733167,0.015557662352091876,0.7063691281133448,0.7674463332332886
OEQA,FS,Gemini 2.5 Flash-Lite,all,every,I,802,802,802,0.4610429678074467,0.016723735335640044,0.42821544557595936,0.493870490038934,0.39775561097256856,0.01729331612682141,0.3638100415040332,0.43170118044110395
OEQA,FS,Qwen3-30B-A3B-Instruct,all,every,I,802,802,802,0.6864516890391106,0.014608310184937554,0.6577765983529695,0.7151267797252516,0.5785536159600998,0.01744723915357066,0.5443059063607182,0.6128013255594814
OEQA,NL,GPT-5 mini,all,every,I,802,802,802,0.4047538220344788,0.01506023697669633,0.37519163067939504,0.43431601338956255,0.2730673316708229,0.015742210250685215,0.24216647449953002,0.3039681888421158
OEQA,NL,Gemini 2.5 Flash-Lite,all,every,I,802,802,802,0.299322469332244,0.014388512989382062,0.2710788251608142,0.32756611350367376,0.18204488778054864,0.01363445306489855,0.15528141047603303,0.20880836508506426
OEQA,NL,Qwen3-30B-A3B-Instruct,all,every,I,802,802,802,0.25272835242416636,0.013360758810444835,0.22650211778956805,0.27895458705876464,0.1371571072319202,0.012155106363016505,0.11329748398688716,0.16101673047695325
BQA,AR,GPT-5 mini,all,every,N,78,78,39,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5
BQA,AR,Gemini 2.5 Flash-Lite,all,every,N,78,78,39,0.48717948717948717,0.022399720206069944,0.44183362432105816,0.5325253500379161,0.48717948717948717,0.022399720206069944,0.44183362432105816,0.5325253500379161
BQA,AR,Qwen3-30B-A3B-Instruct,all,every,N,78,78,39,0.5128205128205128,0.03430031046461224,0.4433831644955831,0.5822578611454424,0.5128205128205128,0.03430031046461224,0.4433831644955831,0.5822578611454424
BQA,FS,GPT-5 mini,all,every,N,78,78,39,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5
BQA,FS,Gemini 2.5 Flash-Lite,all,every,N,78,78,39,0.6923076923076923,0.039460705849429,0.6124236696822614,0.7721917149331232,0.6923076923076923,0.039460705849429,0.6124236696822614,0.7721917149331232
BQA,FS,Qwen3-30B-A3B-Instruct,all,every,N,78,78,39,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5
BQA,NL,GPT-5 mini,all,every,N,78,78,39,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5
BQA,NL,Gemini 2.5 Flash-Lite,all,every,N,78,78,39,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5
BQA,NL,Qwen3-30B-A3B-Instruct,all,every,N,78,78,39,0.9615384615384616,0.02161351872880832,0.91778418036226,1.0,0.9615384615384616,0.02161351872880832,0.91778418036226,1.0
OEQA,AR,GPT-5 mini,all,every,N,42,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,AR,Gemini 2.5 Flash-Lite,all,every,N,42,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,AR,Qwen3-30B-A3B-Instruct,all,every,N,42,42,42,0.0009523809523809499,0.0009523809523809499,0.0,0.0028757533051822553,0.0,0.0,0.0,0.0
OEQA,FS,GPT-5 mini,all,every,N,42,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,FS,Gemini 2.5 Flash-Lite,all,every,N,42,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,FS,Qwen3-30B-A3B-Instruct,all,every,N,42,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,NL,GPT-5 mini,all,every,N,42,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,NL,Gemini 2.5 Flash-Lite,all,every,N,42,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEQA,NL,Qwen3-30B-A3B-Instruct,all,every,N,42,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BQA,AR,GPT-5 mini,all,every,R,664,664,332,0.5105421686746988,0.003948286184857112,0.5027752706593482,0.5183090666900494,0.5105421686746988,0.003948286184857112,0.5027752706593482,0.5183090666900494
BQA,AR,Gemini 2.5 Flash-Lite,all,every,R,664,664,332,0.516566265060241,0.0057702067341491295,0.5052153636480001,0.5279171664724818,0.516566265060241,0.0057702067341491295,0.5052153636480001,0.5279171664724818
BQA,AR,Qwen3-30B-A3B-Instruct,all,every,R,664,664,332,0.5256024096385542,0.00799959704768606,0.5098659479120531,0.5413388713650553,0.5256024096385542,0.00799959704768606,0.5098659479120531,0.5413388713650553
BQA,FS,GPT-5 mini,all,every,R,664,664,332,0.7966867469879518,0.01349950739346113,0.7701310992275101,0.8232423947483936,0.7966867469879518,0.01349950739346113,0.7701310992275101,0.8232423947483936
BQA,FS,Gemini 2.5 Flash-Lite,all,every,R,664,664,332,0.9262048192771084,0.009747857718559171,0.9070292546844073,0.9453803838698095,0.9262048192771084,0.009747857718559171,0.9070292546844073,0.9453803838698095
BQA,FS,Qwen3-30B-A3B-Instruct,all,every,R,664,664,332,0.8599397590361446,0.012341227223207882,0.8356626299884707,0.8842168880838185,0.8599397590361446,0.012341227223207882,0.8356626299884707,0.8842168880838185
BQA,NL,GPT-5 mini,all,every,R,664,664,332,0.6912650602409639,0.01335662444144462,0.66499048565113,0.7175396348307979,0.6912650602409639,0.01335662444144462,0.66499048565113,0.7175396348307979
BQA,NL,Gemini 2.5 Flash-Lite,all,every,R,664,664,332,0.5090361445783133,0.007965690294933379,0.4933663827510422,0.5247059064055842,0.5090361445783133,0.007965690294933379,0.4933663827510422,0.5247059064055842
BQA,NL,Qwen3-30B-A3B-Instruct,all,every,R,664,664,332,0.6159638554216867,0.012358981998882919,0.5916517999463182,0.6402759108970553,0.6159638554216867,0.012358981998882919,0.5916517999463182,0.6402759108970553
OEQA,AR,GPT-5 mini,all,every,R,381,381,381,0.02230971128608924,0.006197227796912124,0.010124558405988644,0.03449486416618983,0.007874015748031496,0.004534085999704218,0.0,0.0167890553251547
OEQA,AR,Gemini 2.5 Flash-Lite,all,every,R,381,381,381,0.02079323417906095,0.005943658487271777,0.009106655968945658,0.032479812389176244,0.007874015748031496,0.004534085999704218,0.0,0.0167890553251547
OEQA,AR,Qwen3-30B-A3B-Instruct,all,every,R,381,381,381,0.017112633648066717,0.004899000822534473,0.007480088913780006,0.026745178382353428,0.0026246719160104987,0.0026246719160104974,0.0,0.007785371119714137
OEQA,FS,GPT-5 mini,all,every,R,381,381,381,0.01679790026246719,0.004541277258782502,0.007868721041919395,0.02572707948301499,0.0,0.0,0.0,0.0
OEQA,FS,Gemini 2.5 Flash-Lite,all,every,R,381,381,381,0.018547681539807525,0.005238723120253167,0.00824716585622895,0.0288481972233861,0.0026246719160104987,0.002624671916010498,0.0,0.007785371119714138
OEQA,FS,Qwen3-30B-A3B-Instruct,all,every,R,381,381,381,0.013298337707786526,0.0038419764780329995,0.005744142141519145,0.020852533274053908,0.0,0.0,0.0,0.0
OEQA,NL,GPT-5 mini,all,every,R,381,381,381,0.2818835145606799,0.014573202914874033,0.25322929830628493,0.31053773081507485,0.015748031496062992,0.0063866701232583685,0.0031903921132650018,0.028305670878860982
OEQA,NL,Gemini 2.5 Flash-Lite,all,every,R,381,381,381,0.17704036995375577,0.015135711527817028,0.1472801344162712,0.20680060549124035,0.010498687664041995,0.005228581678814933,0.0002181123503189608,0.02077926297776503
OEQA,NL,Qwen3-30B-A3B-Instruct,all,every,R,381,381,381,0.03042574223676586,0.006437478832078947,0.01776820142950712,0.043083283044024596,0.0026246719160104987,0.002624671916010498,0.0,0.007785371119714138
BQA,AR,GPT-5 mini,all,every,S,40,40,20,0.75,0.05735393346764044,0.6299568376372975,0.8700431623627025,0.75,0.05735393346764044,0.6299568376372975,0.8700431623627025
BQA,AR,Gemini 2.5 Flash-Lite,all,every,S,40,40,20,0.925,0.04095890109545626,0.8392720347650812,1.0,0.925,0.04095890109545626,0.8392720347650812,1.0
BQA,AR,Qwen3-30B-A3B-Instruct,all,every,S,40,40,20,0.525,0.025,0.47267439863979344,0.5773256013602066,0.525,0.025,0.47267439863979344,0.5773256013602066
BQA,FS,GPT-5 mini,all,every,S,40,40,20,0.95,0.034412360080584264,0.8779741025823784,1.0,0.95,0.034412360080584264,0.8779741025823784,1.0
BQA,FS,Gemini 2.5 Flash-Lite,all,every,S,40,40,20,0.975,0.025,0.9226743986397934,1.0,0.975,0.025,0.9226743986397934,1.0
BQA,FS,Qwen3-30B-A3B-Instruct,all,every,S,40,40,20,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
BQA,NL,GPT-5 mini,all,every,S,40,40,20,0.925,0.04095890109545626,0.8392720347650812,1.0,0.925,0.04095890109545626,0.8392720347650812,1.0
BQA,NL,Gemini 2.5 Flash-Lite,all,every,S,40,40,20,0.725,0.057066443268951154,0.6055585615385607,0.8444414384614393,0.725,0.057066443268951154,0.6055585615385607,0.8444414384614393
BQA,NL,Qwen3-30B-A3B-Instruct,all,every,S,40,40,20,0.8,0.056195148694901643,0.6823822020405218,0.9176177979594783,0.8,0.056195148694901643,0.6823822020405218,0.9176177979594783
OEQA,AR,GPT-5 mini,all,every,S,16,16,16,0.8541666666666666,0.0858980338670346,0.6710793414163364,1.0,0.8125,0.10077822185373188,0.5976963048275865,1.0
OEQA,AR,Gemini 2.5 Flash-Lite,all,every,S,16,16,16,0.5,0.11785113019775792,0.24880626209633627,0.7511937379036637,0.375,0.125,0.10856880680508463,0.6414311931949154
OEQA,AR,Qwen3-30B-A3B-Instruct,all,every,S,16,16,16,0.5354166666666667,0.10410414790540821,0.3135239279228438,0.7573094054104895,0.3125,0.11967838846954226,0.05741155328332204,0.567588446716678
OEQA,FS,GPT-5 mini,all,every,S,16,16,16,0.8958333333333333,0.0501733107449679,0.7888914529467648,1.0,0.75,0.11180339887498948,0.511696696275916,0.988303303724084
OEQA,FS,Gemini 2.5 Flash-Lite,all,every,S,16,16,16,0.35416666666666663,0.11967838846954225,0.09907821994998867,0.6092551133833446,0.3125,0.11967838846954226,0.05741155328332204,0.567588446716678
OEQA,FS,Qwen3-30B-A3B-Instruct,all,every,S,16,16,16,0.9041666666666667,0.04583333333333334,0.8064752291618643,1.0,0.75,0.11180339887498948,0.511696696275916,0.988303303724084
OEQA,NL,GPT-5 mini,all,every,S,16,16,16,0.7604166666666666,0.10088583344002709,0.5453836028275474,0.9754497305057859,0.6875,0.11967838846954226,0.43241155328332204,0.942588446716678
OEQA,NL,Gemini 2.5 Flash-Lite,all,every,S,16,16,16,0.625,0.11334558757279536,0.38340959887681086,0.8665904011231891,0.5,0.12909944487358055,0.22483104689224587,0.7751689531077541
OEQA,NL,Qwen3-30B-A3B-Instruct,all,every,S,16,16,16,0.76875,0.08582220801685825,0.5858242937235698,0.9516757062764303,0.5625,0.128086884574495,0.2894892680815832,0.8355107319184167
OEQA,AR,GPT-5 mini,all,every,T,1,1,1,0.0,,,,0.0,,,
OEQA,AR,Gemini 2.5 Flash-Lite,all,every,T,1,1,1,0.0,,,,0.0,,,
OEQA,AR,Qwen3-30B-A3B-Instruct,all,every,T,1,1,1,0.0,,,,0.0,,,
OEQA,FS,GPT-5 mini,all,every,T,1,1,1,0.6666666666666666,,,,0.0,,,
OEQA,FS,Gemini 2.5 Flash-Lite,all,every,T,1,1,1,0.0,,,,0.0,,,
OEQA,FS,Qwen3-30B-A3B-Instruct,all,every,T,1,1,1,0.6666666666666666,,,,0.0,,,
OEQA,NL,GPT-5 mini,all,every,T,1,1,1,0.8,,,,0.0,,,
OEQA,NL,Gemini 2.5 Flash-Lite,all,every,T,1,1,1,0.6666666666666666,,,,0.0,,,
OEQA,NL,Qwen3-30B-A3B-Instruct,all,every,T,1,1,1,0.0,,,,0.0,,,
BQA,AR,GPT-5 mini,all,any,D,6032,6032,3016,0.6147214854111406,0.003828830298702543,0.6072141021219694,0.6222288687003118,0.6147214854111406,0.003828830298702543,0.6072141021219694,0.6222288687003118
BQA,AR,Gemini 2.5 Flash-Lite,all,any,D,6032,6032,3016,0.6410809018567639,0.004210660578000602,0.632824844420537,0.6493369592929908,0.6410809018567639,0.004210660578000602,0.632824844420537,0.6493369592929908
BQA,AR,Qwen3-30B-A3B-Instruct,all,any,D,6032,6032,3016,0.6352785145888594,0.004544601713272423,0.6263676816982708,0.644189347479448,0.6352785145888594,0.004544601713272423,0.6263676816982708,0.644189347479448
BQA,FS,GPT-5 mini,all,any,D,6032,6032,3016,0.7664124668435013,0.004543164308537076,0.7575044523458547,0.7753204813411478,0.7664124668435013,0.004543164308537076,0.7575044523458547,0.7753204813411478
BQA,FS,Gemini 2.5 Flash-Lite,all,any,D,6032,6032,3016,0.8269230769230769,0.00441383369766089,0.8182686475653095,0.8355775062808443,0.8269230769230769,0.00441383369766089,0.8182686475653095,0.8355775062808443
BQA,FS,Qwen3-30B-A3B-Instruct,all,any,D,6032,6032,3016,0.8458222811671088,0.004321344890487606,0.8373491993414176,0.8542953629928,0.8458222811671088,0.004321344890487606,0.8373491993414176,0.8542953629928
BQA,NL,GPT-5 mini,all,any,D,6032,6032,3016,0.7490053050397878,0.004630785404722055,0.739925487379828,0.7580851226997476,0.7490053050397878,0.004630785404722055,0.739925487379828,0.7580851226997476
BQA,NL,Gemini 2.5 Flash-Lite,all,any,D,6032,6032,3016,0.6284814323607427,0.00406100362728294,0.6205188149579659,0.6364440497635195,0.6284814323607427,0.00406100362728294,0.6205188149579659,0.6364440497635195
BQA,NL,Qwen3-30B-A3B-Instruct,all,any,D,6032,6032,3016,0.7365716180371353,0.004862007351819207,0.727038431685877,0.7461048043883937,0.7365716180371353,0.004862007351819207,0.727038431685877,0.7461048043883937
OEQA,AR,GPT-5 mini,all,any,D,3016,3016,3016,0.2406881929594131,0.0075042322385442655,0.22597426120725417,0.25540212471157203,0.21220159151193635,0.007446260229151587,0.19760132844201223,0.22680185458186047
OEQA,AR,Gemini 2.5 Flash-Lite,all,any,D,3016,3016,3016,0.3619518771765785,0.00821447180452793,0.3458453424013029,0.37805841195185413,0.2964190981432361,0.008316995255658679,0.280111540396525,0.31272665588994714
OEQA,AR,Qwen3-30B-A3B-Instruct,all,any,D,3016,3016,3016,0.3531744393706876,0.008064507961039621,0.33736194636920525,0.36898693237216995,0.2791777188328912,0.008169788623294053,0.2631587966551799,0.29519664101060256
OEQA,FS,GPT-5 mini,all,any,D,3016,3016,3016,0.6431740323401836,0.008563713501270427,0.6263827215175352,0.659965343162832,0.6226790450928382,0.008827626090089998,0.605370267366583,0.6399878228190935
OEQA,FS,Gemini 2.5 Flash-Lite,all,any,D,3016,3016,3016,0.4771102111039485,0.008811967417906661,0.45983213613668455,0.4943882860712125,0.4379973474801061,0.00903568879500423,0.42028061057255667,0.45571408438765554
OEQA,FS,Qwen3-30B-A3B-Instruct,all,any,D,3016,3016,3016,0.6602161871756019,0.008164301647990785,0.6442080235908514,0.6762243507603525,0.6024535809018567,0.00891275687304842,0.5849778828977316,0.6199292789059819
OEQA,NL,GPT-5 mini,all,any,D,3016,3016,3016,0.4073543011487596,0.00803562975954695,0.3915984311131425,0.42311017118437666,0.2911140583554377,0.008273249332747831,0.2748922754759861,0.3073358412348893
OEQA,NL,Gemini 2.5 Flash-Lite,all,any,D,3016,3016,3016,0.30198493039969637,0.007712528190643885,0.28686258212656374,0.317107278672829,0.22181697612732096,0.007566492540330018,0.20698096741882277,0.23665298483581915
OEQA,NL,Qwen3-30B-A3B-Instruct,all,any,D,3016,3016,3016,0.21275890504957898,0.006687859520640489,0.1996456770168309,0.22587213308232706,0.13163129973474802,0.006157267293128866,0.11955843100534508,0.14370416846415096
BQA,AR,GPT-5 mini,all,any,H,1810,1810,905,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5
BQA,AR,Gemini 2.5 Flash-Lite,all,any,H,1810,1810,905,0.5895027624309392,0.0065173437175742735,0.5767118781642473,0.6022936466976312,0.5895027624309392,0.0065173437175742735,0.5767118781642473,0.6022936466976312
BQA,AR,Qwen3-30B-A3B-Instruct,all,any,H,1810,1810,905,0.6209944751381216,0.008310362453256935,0.6046846272982358,0.6373043229780073,0.6209944751381216,0.008310362453256935,0.6046846272982358,0.6373043229780073
BQA,FS,GPT-5 mini,all,any,H,1810,1810,905,0.6845303867403315,0.00802469430810471,0.6687811888126898,0.7002795846679732,0.6845303867403315,0.00802469430810471,0.6687811888126898,0.7002795846679732
BQA,FS,Gemini 2.5 Flash-Lite,all,any,H,1810,1810,905,0.7359116022099448,0.008519656746506727,0.71919099514074,0.7526322092791495,0.7359116022099448,0.008519656746506727,0.71919099514074,0.7526322092791495
BQA,FS,Qwen3-30B-A3B-Instruct,all,any,H,1810,1810,905,0.7718232044198895,0.00888819522268794,0.7543793068199206,0.7892671020198584,0.7718232044198895,0.00888819522268794,0.7543793068199206,0.7892671020198584
BQA,NL,GPT-5 mini,all,any,H,1810,1810,905,0.7215469613259669,0.008622829755730602,0.7046238677718357,0.738470054880098,0.7215469613259669,0.008622829755730602,0.7046238677718357,0.738470054880098
