scope,tag_basis,task,outcome,term,term_family,reference_groups,effect,standard_error_clustered,ci95_low,ci95_high,p_value,p_value_holm_focal
all,every,OEQA,answer_f1,"C(model, Treatment(reference=""GPT-5 mini""))[T.Qwen3-30B-A3B-Instruct]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.058824950212847935,0.004784999997105338,-0.06820714430724961,-0.04944275611844626,6.279898683809391e-34,
all,every,OEQA,answer_f1,"C(representation, Treatment(reference=""NL""))[T.AR]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.12946238719091377,0.010643301512996209,0.10859352184910023,0.1503312525327273,2.880215415592225e-33,
all,every,OEQA,answer_f1,"C(representation, Treatment(reference=""NL""))[T.FS]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.3165362143667353,0.012095577367219258,0.2928197975199737,0.34025263121349686,3.2848520478908363e-136,
all,every,OEQA,answer_f1,"C(dataset, Treatment(reference=""FamilyOWL""))[T.OWL2Bench]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.009012410635720034,0.011419703733385769,-0.013378786227812599,0.03140360749925267,0.4300581773872939,
all,every,OEQA,answer_f1,"C(dataset, Treatment(reference=""FamilyOWL""))[T.Pizza100]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.005497047772347957,0.019483409251715038,-0.043699164246921406,0.0327050687022255,0.777855579677797,
all,every,OEQA,answer_f1,"C(dataset, Treatment(reference=""FamilyOWL""))[T.Pizza250]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.011233815915149898,0.019411080626938713,-0.049294113957823,0.02682648212752321,0.5628131659713516,
all,every,OEQA,answer_f1,"C(hop, Treatment(reference=""1hop""))[T.2hop]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.17534908092284132,0.008801863952074147,-0.19260734550817754,-0.1580908163375051,4.636220426778552e-83,
all,every,OEQA,answer_f1,tag_H,tag_main_association,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.3048363094467455,0.014910708072184508,-0.334072496970847,-0.275600121922644,4.198572648652845e-87,5.8780017081139826e-86
all,every,OEQA,answer_f1,"tag_H:C(representation, Treatment(reference=""NL""))[T.AR]",representation_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.07586650785722202,0.014938746154799096,-0.10515767108315928,-0.04657534463128475,4.035508571419006e-07,2.4213051428514035e-06
all,every,OEQA,answer_f1,"tag_H:C(representation, Treatment(reference=""NL""))[T.FS]",representation_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.03259791823095112,0.018756481364752126,-0.004178873576486455,0.0693747100383887,0.08232086400710178,0.08232086400710178
all,every,OEQA,answer_f1,"tag_H:C(model, Treatment(reference=""GPT-5 mini""))[T.Gemini 2.5 Flash-Lite]",model_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.1370248632068639,0.010356403891246427,0.11671853269767463,0.1573311937160532,6.910226752726113e-39,6.219204077453502e-38
all,every,OEQA,answer_f1,"tag_H:C(model, Treatment(reference=""GPT-5 mini""))[T.Qwen3-30B-A3B-Instruct]",model_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.1330876490027339,0.008561102302638762,0.11630145809072213,0.14987383991474568,1.7587201622719604e-52,2.1104641947263526e-51
all,every,OEQA,answer_f1,tag_I,tag_main_association,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.04677338725616017,0.01682975979039067,-0.07977235758241366,-0.013774416929906684,0.005482954677667327,0.012789874775638657
all,every,OEQA,answer_f1,"tag_I:C(representation, Treatment(reference=""NL""))[T.AR]",representation_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.2933360852875862,0.016077584381337686,-0.32486022683953664,-0.26181194373563577,1.250215783525523e-70,1.6252805185831799e-69
all,every,OEQA,answer_f1,"tag_I:C(representation, Treatment(reference=""NL""))[T.FS]",representation_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.09031977413356111,0.018595289874127244,0.05385903872159343,0.1267805095455288,1.2517284527905745e-06,6.2586422639528725e-06
all,every,OEQA,answer_f1,"tag_I:C(model, Treatment(reference=""GPT-5 mini""))[T.Gemini 2.5 Flash-Lite]",model_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.024729939741579814,0.008646325151293818,-0.04168323144937909,-0.0077766480337805345,0.004263291591879552,0.012789874775638657
all,every,OEQA,answer_f1,"tag_I:C(model, Treatment(reference=""GPT-5 mini""))[T.Qwen3-30B-A3B-Instruct]",model_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.03155176436344568,0.007366831035148419,0.017107242174472542,0.045996286552418816,1.901942419586258e-05,7.607769678345033e-05
all,every,OEQA,answer_f1,tag_R,tag_main_association,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.21142467877249288,0.014956249821549363,-0.24075016233258145,-0.1820991952124043,5.594937844806506e-44,6.154431629287157e-43
all,every,OEQA,answer_f1,"tag_R:C(representation, Treatment(reference=""NL""))[T.AR]",representation_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.1628742340328147,0.0120342361110074,-0.1864703759428736,-0.1392780921227558,1.4666809323085994e-40,1.4666809323085993e-39
all,every,OEQA,answer_f1,"tag_R:C(representation, Treatment(reference=""NL""))[T.FS]",representation_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.49760686596772724,0.013803597941988273,-0.5246722860661939,-0.4705414458692606,6.09626828264032e-237,9.14440242396048e-236
all,every,OEQA,answer_f1,"tag_R:C(model, Treatment(reference=""GPT-5 mini""))[T.Gemini 2.5 Flash-Lite]",model_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.05372339438741326,0.007069703612575725,0.03986146512446577,0.06758532365036075,3.955121104450497e-14,3.164096883560398e-13
all,every,OEQA,answer_f1,"tag_R:C(model, Treatment(reference=""GPT-5 mini""))[T.Qwen3-30B-A3B-Instruct]",model_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.045259679458579005,0.006673022859270819,-0.05834381649095773,-0.03217554242620028,1.415933162245392e-11,9.911532135717744e-11
all,every,OEQA,answer_f1,gold_answer_set_size_centered,adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.004957518840588296,0.0036895376247383428,-0.0022767461823654358,0.012191783863542027,0.179156425633547,
all,every,OEQA,answer_exact_match,Intercept,adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.4723875042344028,0.01367874666551008,0.4455668864158862,0.49920812205291937,1.6801788513956784e-220,
all,every,OEQA,answer_exact_match,"C(model, Treatment(reference=""GPT-5 mini""))[T.Gemini 2.5 Flash-Lite]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.08973089629554738,0.00539878208244517,-0.10031656430004489,-0.07914522829104988,2.014192101583074e-59,
all,every,OEQA,answer_exact_match,"C(model, Treatment(reference=""GPT-5 mini""))[T.Qwen3-30B-A3B-Instruct]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.08356724918688081,0.005047328440991881,-0.09346380407094075,-0.07367069430282087,5.33532441315896e-59,
all,every,OEQA,answer_exact_match,"C(representation, Treatment(reference=""NL""))[T.AR]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.14581628383167852,0.010947592274885556,0.12435078003826494,0.1672817876250921,2.2617227509447146e-39,
all,every,OEQA,answer_exact_match,"C(representation, Treatment(reference=""NL""))[T.FS]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.3486223334774134,0.01247345024114285,0.32416500197060893,0.37307966498421785,4.6736490889330784e-153,
all,every,OEQA,answer_exact_match,"C(dataset, Treatment(reference=""FamilyOWL""))[T.OWL2Bench]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.01667967777488731,0.01168010299465302,-0.006222097231325802,0.039581452781100424,0.15338333940238638,
all,every,OEQA,answer_exact_match,"C(dataset, Treatment(reference=""FamilyOWL""))[T.Pizza100]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.03326297397441359,0.017719145476870507,-0.0014798603310215916,0.06800580827984878,0.06058257421694212,
all,every,OEQA,answer_exact_match,"C(dataset, Treatment(reference=""FamilyOWL""))[T.Pizza250]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.009225526837814508,0.015945600377599428,-0.022039826931235663,0.04049088060686468,0.5629276105550676,
all,every,OEQA,answer_exact_match,"C(hop, Treatment(reference=""1hop""))[T.2hop]",adjustment,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.18707899375518444,0.008929767558879384,-0.20458804548057224,-0.16956994202979664,4.286645910226602e-91,
all,every,OEQA,answer_exact_match,tag_H,tag_main_association,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.3245545125370698,0.014566229567632158,-0.3531152634482111,-0.2959937616259285,6.162709026651533e-102,8.011521734646994e-101
all,every,OEQA,answer_exact_match,"tag_H:C(representation, Treatment(reference=""NL""))[T.AR]",representation_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,-0.06020049199186153,0.014845188529667127,-0.08930821199971511,-0.031092771984007953,5.1355670248859627e-05,0.0002567783512442981
all,every,OEQA,answer_exact_match,"tag_H:C(representation, Treatment(reference=""NL""))[T.FS]",representation_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.06194756215769071,0.018817816864128107,0.02505050670127286,0.09884461761410857,0.0010063756231528751,0.0020127512463057502
all,every,OEQA,answer_exact_match,"tag_H:C(model, Treatment(reference=""GPT-5 mini""))[T.Gemini 2.5 Flash-Lite]",model_by_tag_interaction,model=GPT-5 mini; representation=NL; dataset=FamilyOWL; hop=1hop; gold-answer-set size at task mean,0.1304641557575245,0.010635488386494054,0.10961061001223589,0.15131770150281315,8.603709795331844e-34,6.882967836265475e-33
