semantic_key,source_task_id,sampling_group_key,dataset,hop,root,normalized_query,gold_answer,task_type,answer_type,raw_complexity,complexity_bin,sampling_mode,abox_size,abox_bin,source_provenance_key,corrected_explanation_metadata,corrected_provenance_metadata,attribution_evidence,v1_membership,nl_question_sha256,nl_context_sha256,fs_query_sha256,fs_context_sha256,gold_answer_sha256
sem-v1.1-551620fbe613d9677d06e97f42255530486ff3c2cd10c259dc3ea8931d9bcf5d,2hop-Thing_m134_m134-m134-hasFemalePartner-diana_pool-BIN,"[""BQA"",""Family"",""2hop"",""Thing_m134"",""http://www.example.com/genealogy.owl#m134"",""http://www.example.com/genealogy.owl#hasFemalePartner""]",Family,2hop,Thing_m134,ASK WHERE { <http://www.example.com/genealogy.owl#m134> <http://www.example.com/genealogy.owl#hasFemalePartner> <http://www.example.com/genealogy.owl#diana_pool> },TRUE,BQA,BIN,2,Medium,normal-stratified,508,0,Thing_m134||m134|hasFemalePartner|diana_pool,"{""distinct_primitive_reasoning_types"": [""D"", ""I""], ""m_status"": ""never"", ""maximum_axiom_count"": 2, ""maximum_primitive_tag_count"": 2, ""minimum_axiom_count"": 2, ""minimum_primitive_tag_count"": 2, ""proof_count"": 1}","{""inherited_by_negative"": false, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#m134> <http://www.example.com/genealogy.owl#hasFemalePartner> <http://www.example.com/genealogy.owl#diana_pool> }"", ""positive_task_id"": ""2hop-Thing_m134_m134-m134-hasFemalePartner-diana_pool-BIN"", ""source_explanation_key"": ""Thing_m134||m134|hasFemalePartner|diana_pool""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,7cea7a108e1d8df59e97bb41412409e1f967b3983f5987621833feacd0e377e6,,dfe88090c5ed7ac2f32571f0fc822fda4d8cd281fc7138c7cd6db656f6e2d081
sem-v1.1-551bcea57b642942f64bd38b52091069a40b3d537b12bbd0a737acba3de2e2ea,1hop-NamedPizza_Fiorentina_145_Fiorentina_145-Fiorentina_145-rdf:type-Food-BIN,"[""BQA"",""Pizza250"",""1hop"",""NamedPizza_Fiorentina_145"",""http://www.example.com/genealogy.owl#Fiorentina_145"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",Pizza250,1hop,NamedPizza_Fiorentina_145,ASK WHERE { <http://www.example.com/genealogy.owl#Fiorentina_145> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> },TRUE,BQA,BIN,3,High,normal-stratified,7,7,NamedPizza_Fiorentina_145||Fiorentina_145|rdf:type|Food,"{""distinct_primitive_reasoning_types"": [""D"", ""H"", ""R""], ""m_status"": ""selection-dependent"", ""maximum_axiom_count"": 3, ""maximum_primitive_tag_count"": 3, ""minimum_axiom_count"": 3, ""minimum_primitive_tag_count"": 3, ""proof_count"": 2}","{""inherited_by_negative"": false, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#Fiorentina_145> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""positive_task_id"": ""1hop-NamedPizza_Fiorentina_145_Fiorentina_145-Fiorentina_145-rdf:type-Food-BIN"", ""source_explanation_key"": ""NamedPizza_Fiorentina_145||Fiorentina_145|rdf:type|Food""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": true, ""new_nested_tag"": false}",new,,,efb9427fbe5458d0419ba56710b5b0789b78fbde98e2769e204465fded2925e2,,dfe88090c5ed7ac2f32571f0fc822fda4d8cd281fc7138c7cd6db656f6e2d081
sem-v1.1-552c04d6ff1f920471c8f80d27796a7ed83344c0ffb57a22d0da0ac2859fc4fe,2hop-Woman_U0C4D1UGS6_U0C4D1UGS6-U0C4D1UGS6-isAdvisedBy-AbstractPainting-NEG-BIN,"[""BQA"",""OWL2Bench"",""2hop"",""Woman_U0C4D1UGS6"",""http://www.example.com/genealogy.owl#U0C4D1UGS6"",""http://www.example.com/genealogy.owl#isAdvisedBy""]",OWL2Bench,2hop,Woman_U0C4D1UGS6,ASK WHERE { <http://www.example.com/genealogy.owl#U0C4D1UGS6> <http://www.example.com/genealogy.owl#isAdvisedBy> <http://www.example.com/genealogy.owl#AbstractPainting> },FALSE,BQA,BIN,1,Low,normal-stratified,329,23,Woman_U0C4D1UGS6||U0C4D1UGS6|isAdvisedBy|U0C3D0FP6,"{""distinct_primitive_reasoning_types"": [""D""], ""m_status"": ""never"", ""maximum_axiom_count"": 1, ""maximum_primitive_tag_count"": 1, ""minimum_axiom_count"": 1, ""minimum_primitive_tag_count"": 1, ""proof_count"": 1}","{""inherited_by_negative"": true, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#U0C4D1UGS6> <http://www.example.com/genealogy.owl#isAdvisedBy> <http://www.example.com/genealogy.owl#U0C3D0FP6> }"", ""positive_task_id"": ""2hop-Woman_U0C4D1UGS6_U0C4D1UGS6-U0C4D1UGS6-isAdvisedBy-U0C3D0FP6-BIN"", ""source_explanation_key"": ""Woman_U0C4D1UGS6||U0C4D1UGS6|isAdvisedBy|U0C3D0FP6""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": false, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,94250c1c236792c9576101ec0c38b5a6b0d97d53106059cc5bdf0deb1a522d8e,,4e523a5ae5b4636c75901b79fafbd3912e41dc7987414e688b09d4b436ff22b3
sem-v1.1-5535c0199728ff89386afe74354e058afcbd361852cc7cd1f5b98d2ab046c966,2hop-Woman_U0WC0D2UGWS3_U0WC0D2UGWS3-U0WC0D2UGWS3-takesCourse-U0WC0D1EC27-BIN,"[""BQA"",""OWL2Bench"",""2hop"",""Woman_U0WC0D2UGWS3"",""http://www.example.com/genealogy.owl#U0WC0D2UGWS3"",""http://www.example.com/genealogy.owl#takesCourse""]",OWL2Bench,2hop,Woman_U0WC0D2UGWS3,ASK WHERE { <http://www.example.com/genealogy.owl#U0WC0D2UGWS3> <http://www.example.com/genealogy.owl#takesCourse> <http://www.example.com/genealogy.owl#U0WC0D1EC27> },TRUE,BQA,BIN,1,Low,normal-stratified,277,20,Woman_U0WC0D2UGWS3||U0WC0D2UGWS3|takesCourse|U0WC0D1EC27,"{""distinct_primitive_reasoning_types"": [""D""], ""m_status"": ""never"", ""maximum_axiom_count"": 1, ""maximum_primitive_tag_count"": 1, ""minimum_axiom_count"": 1, ""minimum_primitive_tag_count"": 1, ""proof_count"": 1}","{""inherited_by_negative"": false, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#U0WC0D2UGWS3> <http://www.example.com/genealogy.owl#takesCourse> <http://www.example.com/genealogy.owl#U0WC0D1EC27> }"", ""positive_task_id"": ""2hop-Woman_U0WC0D2UGWS3_U0WC0D2UGWS3-U0WC0D2UGWS3-takesCourse-U0WC0D1EC27-BIN"", ""source_explanation_key"": ""Woman_U0WC0D2UGWS3||U0WC0D2UGWS3|takesCourse|U0WC0D1EC27""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": false, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,a812a2bf01af02bcf7e932ddaad43209ab351bd6492f8ab81b3aecb9cffafe9f,,dfe88090c5ed7ac2f32571f0fc822fda4d8cd281fc7138c7cd6db656f6e2d081
sem-v1.1-553ba32ccd2f9cc02e2dcd89ea01522f0e4544cffc77685319099f7e03c822e1,1hop-Thing_robert_whitfield_1813_robert_whitfield_1813-robert_whitfield_1813-isSiblingOf-ada_rachel_heath_1868-NEG-BIN,"[""BQA"",""Family"",""1hop"",""Thing_robert_whitfield_1813"",""http://www.example.com/genealogy.owl#robert_whitfield_1813"",""http://www.example.com/genealogy.owl#isSiblingOf""]",Family,1hop,Thing_robert_whitfield_1813,ASK WHERE { <http://www.example.com/genealogy.owl#robert_whitfield_1813> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#ada_rachel_heath_1868> },FALSE,BQA,BIN,2,Medium,normal-stratified,508,0,Thing_robert_whitfield_1813||robert_whitfield_1813|isSiblingOf|louisa_whitfield_1817,"{""distinct_primitive_reasoning_types"": [""D"", ""H""], ""m_status"": ""never"", ""maximum_axiom_count"": 2, ""maximum_primitive_tag_count"": 2, ""minimum_axiom_count"": 2, ""minimum_primitive_tag_count"": 2, ""proof_count"": 1}","{""inherited_by_negative"": true, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#robert_whitfield_1813> <http://www.example.com/genealogy.owl#isSiblingOf> <http://www.example.com/genealogy.owl#louisa_whitfield_1817> }"", ""positive_task_id"": ""1hop-Thing_robert_whitfield_1813_robert_whitfield_1813-robert_whitfield_1813-isSiblingOf-louisa_whitfield_1817-BIN"", ""source_explanation_key"": ""Thing_robert_whitfield_1813||robert_whitfield_1813|isSiblingOf|louisa_whitfield_1817""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,f6b2f71e0c1a801e1fd2d9c24d3589eed6245671b648d027af95df0255ce1c0b,,4e523a5ae5b4636c75901b79fafbd3912e41dc7987414e688b09d4b436ff22b3
sem-v1.1-554101489eb8f350492033e406026797f21c1461650e2348847827a51bde636d,2hop-NamedPizza_FruttiDiMare_26_FruttiDiMare_26-FruttiDiMare_26-hasTopping-MC,"[""OEQA"",""2hop-NamedPizza_FruttiDiMare_26_FruttiDiMare_26-FruttiDiMare_26-hasTopping""]",Pizza250,2hop,NamedPizza_FruttiDiMare_26,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#FruttiDiMare_26> <http://www.example.com/genealogy.owl#hasTopping> ?x },GarlicTopping_dynamic_1; MixedSeafoodTopping_dynamic_1; TomatoTopping_dynamic_1,OEQA,MC,3,Low,normal-stratified,253,360,oeqa-source-725773f8ad03aad5c732ad9183ef47fd36d60dc611269dec83bc2b3344af2209,"{""answer_count"": 3, ""complete_combination_count"": 1, ""complete_max_axiom_count"": 3, ""complete_max_distinct_primitive_type_count"": 1, ""complete_max_primitive_tag_count"": 3, ""complete_min_axiom_count"": 3, ""complete_min_distinct_primitive_type_count"": 1, ""complete_min_primitive_tag_count"": 3, ""distinct_primitive_reasoning_types"": [""D""], ""m_status"": ""never"", ""unique_semantic_union_count"": 1}","{""answers"": [{""answer"": ""GarlicTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""MixedSeafoodTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""TomatoTopping_dynamic_1"", ""proof_count"": 1, ""source"": ""inferred.object""}]}","{""complete_answer_conjunction"": true, ""legacy_duplicate_semantic_tag_surplus"": false, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,46b6a5bdd98a905da516c250bb99f4eb26b7da16327bd13921c2c8cfd85d3744,,230fe8d1d259d5de7a1d33fc917aa05dbfaf083da50e2f57b2192594acf287d9
sem-v1.1-55505bf4d48a7851ad6e807ef88982e89ca1123261727b0996c881f395a04a48,1hop-Man_Man_35_Man_35-Man_35-hasDegreeFrom-ElectiveCourse_3-NEG-BIN,"[""BQA"",""OWL2Bench"",""1hop"",""Man_Man_35"",""http://www.example.com/genealogy.owl#Man_35"",""http://www.example.com/genealogy.owl#hasDegreeFrom""]",OWL2Bench,1hop,Man_Man_35,ASK WHERE { <http://www.example.com/genealogy.owl#Man_35> <http://www.example.com/genealogy.owl#hasDegreeFrom> <http://www.example.com/genealogy.owl#ElectiveCourse_3> },FALSE,BQA,BIN,2,Medium,normal-stratified,4,5,Man_Man_35||Man_35|hasDegreeFrom|University_14,"{""distinct_primitive_reasoning_types"": [""D"", ""H""], ""m_status"": ""never"", ""maximum_axiom_count"": 2, ""maximum_primitive_tag_count"": 2, ""minimum_axiom_count"": 2, ""minimum_primitive_tag_count"": 2, ""proof_count"": 1}","{""inherited_by_negative"": true, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#Man_35> <http://www.example.com/genealogy.owl#hasDegreeFrom> <http://www.example.com/genealogy.owl#University_14> }"", ""positive_task_id"": ""1hop-Man_Man_35_Man_35-Man_35-hasDegreeFrom-University_14-BIN"", ""source_explanation_key"": ""Man_Man_35||Man_35|hasDegreeFrom|University_14""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,17f38e132cc92320111b8bb4dec106f2b552c32bb0980a2692528a746be411cb,,4e523a5ae5b4636c75901b79fafbd3912e41dc7987414e688b09d4b436ff22b3
sem-v1.1-555c7268104ba7af9e8b9d204ca59a9d69ce78e255bd5a409f116cc3f79e27f6,1hop-NamedPizza_AmericanHot_72_AmericanHot_72-AmericanHot_72-rdf:type-MC,"[""OEQA"",""1hop-NamedPizza_AmericanHot_72_AmericanHot_72-AmericanHot_72-rdf:type""]",Pizza100,1hop,NamedPizza_AmericanHot_72,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#AmericanHot_72> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },DomainConcept; Food; Pizza,OEQA,MC,4,Medium,normal-stratified,6,4,oeqa-source-31be66975fcb4a13f88bf86e14494832b2684978689e47d58151777150a410a5,"{""answer_count"": 3, ""complete_combination_count"": 4, ""complete_max_axiom_count"": 8, ""complete_max_distinct_primitive_type_count"": 3, ""complete_max_primitive_tag_count"": 8, ""complete_min_axiom_count"": 4, ""complete_min_distinct_primitive_type_count"": 2, ""complete_min_primitive_tag_count"": 4, ""distinct_primitive_reasoning_types"": [""D"", ""H"", ""R""], ""m_status"": ""selection-dependent"", ""unique_semantic_union_count"": 4}","{""answers"": [{""answer"": ""DomainConcept"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""Food"", ""proof_count"": 2, ""source"": ""inferred.object""}, {""answer"": ""Pizza"", ""proof_count"": 2, ""source"": ""inferred.object""}]}","{""complete_answer_conjunction"": true, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": true, ""new_nested_tag"": false}",new,,,3563ca269fbe378e41a630b1f56e72c3dece46c268c1037aa5de75978062a84a,,ca3ed3f4782f8cb983b2cbf75dae0f1d23f1f881c3b3816b5c928661f51fa0aa
sem-v1.1-556558b3f25f3da3f3b26ad51ad14845cef06f034a42e270fafb5cc84e2c3e93,1hop-Thing_samuel_tubb_1832_samuel_tubb_1832-samuel_tubb_1832-isBrotherOf-ada_rachel_heath_1868-NEG-BIN,"[""BQA"",""Family"",""1hop"",""Thing_samuel_tubb_1832"",""http://www.example.com/genealogy.owl#samuel_tubb_1832"",""http://www.example.com/genealogy.owl#isBrotherOf""]",Family,1hop,Thing_samuel_tubb_1832,ASK WHERE { <http://www.example.com/genealogy.owl#samuel_tubb_1832> <http://www.example.com/genealogy.owl#isBrotherOf> <http://www.example.com/genealogy.owl#ada_rachel_heath_1868> },FALSE,BQA,BIN,2,Medium,normal-stratified,508,0,Thing_samuel_tubb_1832||samuel_tubb_1832|isBrotherOf|caroline_lavinia_tubb_1840,"{""distinct_primitive_reasoning_types"": [""D"", ""I""], ""m_status"": ""never"", ""maximum_axiom_count"": 2, ""maximum_primitive_tag_count"": 2, ""minimum_axiom_count"": 2, ""minimum_primitive_tag_count"": 2, ""proof_count"": 1}","{""inherited_by_negative"": true, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#samuel_tubb_1832> <http://www.example.com/genealogy.owl#isBrotherOf> <http://www.example.com/genealogy.owl#caroline_lavinia_tubb_1840> }"", ""positive_task_id"": ""1hop-Thing_samuel_tubb_1832_samuel_tubb_1832-samuel_tubb_1832-isBrotherOf-caroline_lavinia_tubb_1840-BIN"", ""source_explanation_key"": ""Thing_samuel_tubb_1832||samuel_tubb_1832|isBrotherOf|caroline_lavinia_tubb_1840""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,16976592d09fa47286d62c9e8fcde67a8a0c3a8decd8d56e5022c03d61c947a2,,4e523a5ae5b4636c75901b79fafbd3912e41dc7987414e688b09d4b436ff22b3
sem-v1.1-5571c2038fd83b629bf16a4850ea9705b22fbe722097b1a42646942b170c5d5f,2hop-Thing_james_alexander_archer_1882_james_alexander_archer_1882-james_alexander_archer_1882-rdf:type-MC,"[""OEQA"",""2hop-Thing_james_alexander_archer_1882_james_alexander_archer_1882-james_alexander_archer_1882-rdf:type""]",Family,2hop,Thing_james_alexander_archer_1882,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#james_alexander_archer_1882> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x },Man; Person,OEQA,MC,4,Medium,normal-stratified,508,0,oeqa-source-a54042abd98f31331db1a6c2e1529644cb1be42a2d56ece261562d3a1e47660a,"{""answer_count"": 2, ""complete_combination_count"": 6, ""complete_max_axiom_count"": 8, ""complete_max_distinct_primitive_type_count"": 4, ""complete_max_primitive_tag_count"": 8, ""complete_min_axiom_count"": 4, ""complete_min_distinct_primitive_type_count"": 2, ""complete_min_primitive_tag_count"": 4, ""distinct_primitive_reasoning_types"": [""D"", ""H"", ""I"", ""R""], ""m_status"": ""selection-dependent"", ""unique_semantic_union_count"": 6}","{""answers"": [{""answer"": ""Man"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""Person"", ""proof_count"": 6, ""source"": ""inferred.object""}]}","{""complete_answer_conjunction"": true, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": true, ""new_nested_tag"": false}",new,,,2d150434ebd7858490d4e51444d0752c57efa4939f79ad077b11c113c73d0fb7,,1ad3e0470f135d5df43a1648adc73f0c635abebbe817c0f6ad83c6bea1be13c7
sem-v1.1-55755a30385e11dbdcadbf58b6f56cc326b179cada9b0ec27f9ccdee4e74095f,1hop-NamedPizza_Giardiniera_19_Giardiniera_19-Giardiniera_19-rdf:type-American-NEG-BIN,"[""BQA"",""Pizza100"",""1hop"",""NamedPizza_Giardiniera_19"",""http://www.example.com/genealogy.owl#Giardiniera_19"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",Pizza100,1hop,NamedPizza_Giardiniera_19,ASK WHERE { <http://www.example.com/genealogy.owl#Giardiniera_19> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> },FALSE,BQA,BIN,3,High,normal-stratified,9,8,NamedPizza_Giardiniera_19||Giardiniera_19|rdf:type|Food,"{""distinct_primitive_reasoning_types"": [""D"", ""H"", ""R""], ""m_status"": ""selection-dependent"", ""maximum_axiom_count"": 3, ""maximum_primitive_tag_count"": 3, ""minimum_axiom_count"": 3, ""minimum_primitive_tag_count"": 3, ""proof_count"": 2}","{""inherited_by_negative"": true, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#Giardiniera_19> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }"", ""positive_task_id"": ""1hop-NamedPizza_Giardiniera_19_Giardiniera_19-Giardiniera_19-rdf:type-Food-BIN"", ""source_explanation_key"": ""NamedPizza_Giardiniera_19||Giardiniera_19|rdf:type|Food""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": true, ""new_nested_tag"": false}",retained,3a5a0b0f29082e3fb2eaad7c16d2b8a58174f58a19ab54595f1ddcedaa0fd829,8949009cd97a5fc4eb6cac9c4cff2c6ab65cc61abec23f65f92abd4e01dd1d99,fdd71dc38e47d77f8365bf2fe7f428957960fea1ab747a3e1d21869f22a57506,93530659ca170a4fafff9f834a94d82693a85b076048d84ecc371af67c4d5587,4e523a5ae5b4636c75901b79fafbd3912e41dc7987414e688b09d4b436ff22b3
sem-v1.1-557e2685cbc5e9c60092af3169471cb92d658a3879a3786f80ce62d71304feba,1hop-Person_Person_70_Person_70-Person_70-hasWork-Person_70-NEG-BIN,"[""BQA"",""OWL2Bench"",""1hop"",""Person_Person_70"",""http://www.example.com/genealogy.owl#Person_70"",""http://www.example.com/genealogy.owl#hasWork""]",OWL2Bench,1hop,Person_Person_70,ASK WHERE { <http://www.example.com/genealogy.owl#Person_70> <http://www.example.com/genealogy.owl#hasWork> <http://www.example.com/genealogy.owl#Person_70> },FALSE,BQA,BIN,2,Medium,normal-stratified,4,5,Person_Person_70||Person_70|hasWork|Course_18,"{""distinct_primitive_reasoning_types"": [""D"", ""H""], ""m_status"": ""never"", ""maximum_axiom_count"": 2, ""maximum_primitive_tag_count"": 2, ""minimum_axiom_count"": 2, ""minimum_primitive_tag_count"": 2, ""proof_count"": 1}","{""inherited_by_negative"": true, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#Person_70> <http://www.example.com/genealogy.owl#hasWork> <http://www.example.com/genealogy.owl#Course_18> }"", ""positive_task_id"": ""1hop-Person_Person_70_Person_70-Person_70-hasWork-Course_18-BIN"", ""source_explanation_key"": ""Person_Person_70||Person_70|hasWork|Course_18""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",retained,fa76c5c75345bcca9d9f3fcd091772a1cb9b0f37f601d1933ae734e6cc0960db,eff966bfb0a843e25571fe61766e072ceabc17d3efa5633c762e4ef9741194f0,60991a3546828d99da30285c2a9dfe48ae46612247675753db52403c0f99bed4,bea4c6eb3c8bc390a9b3d8d54360cc397cdd370d18c7a02c15c0f20a099550a5,4e523a5ae5b4636c75901b79fafbd3912e41dc7987414e688b09d4b436ff22b3
sem-v1.1-558031ae58707db3a02af26b9dca1b782b945efe42a832821743b4e0d285741d,2hop-Woman_U0C4D1UGS6_U0C4D1UGS6-U0C4D1UGS6-rdf:type-Student-BIN,"[""BQA"",""OWL2Bench"",""2hop"",""Woman_U0C4D1UGS6"",""http://www.example.com/genealogy.owl#U0C4D1UGS6"",""http://www.w3.org/1999/02/22-rdf-syntax-ns#type""]",OWL2Bench,2hop,Woman_U0C4D1UGS6,ASK WHERE { <http://www.example.com/genealogy.owl#U0C4D1UGS6> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Student> },TRUE,BQA,BIN,2,Medium,normal-stratified,329,23,Woman_U0C4D1UGS6||U0C4D1UGS6|rdf:type|Student,"{""distinct_primitive_reasoning_types"": [""D"", ""H"", ""R""], ""m_status"": ""selection-dependent"", ""maximum_axiom_count"": 3, ""maximum_primitive_tag_count"": 3, ""minimum_axiom_count"": 2, ""minimum_primitive_tag_count"": 2, ""proof_count"": 4}","{""inherited_by_negative"": false, ""positive_query"": ""ASK WHERE { <http://www.example.com/genealogy.owl#U0C4D1UGS6> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Student> }"", ""positive_task_id"": ""2hop-Woman_U0C4D1UGS6_U0C4D1UGS6-U0C4D1UGS6-rdf:type-Student-BIN"", ""source_explanation_key"": ""Woman_U0C4D1UGS6||U0C4D1UGS6|rdf:type|Student""}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": true, ""new_nested_tag"": false}",new,,,06bf1b852bf56aa86c2b6b4bc6c5b89538d0ba8be25ac82bcb1e1aaaa65b3544,,dfe88090c5ed7ac2f32571f0fc822fda4d8cd281fc7138c7cd6db656f6e2d081
sem-v1.1-5581e0511e53dc82e9c3cc8a5f50afc85839bb22603a1c21869edaf837b64fef,2hop-ElectiveCourse_U0C1D1EC32_U0C1D1EC32-U0C1D1EC32-isTaughtBy-MC,"[""OEQA"",""2hop-ElectiveCourse_U0C1D1EC32_U0C1D1EC32-U0C1D1EC32-isTaughtBy""]",OWL2Bench,2hop,ElectiveCourse_U0C1D1EC32,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#U0C1D1EC32> <http://www.example.com/genealogy.owl#isTaughtBy> ?x },U0C1D1AssocP1; U0C1D1L3; U0C1D1PD4,OEQA,MC,4,Medium,normal-stratified,230,16,oeqa-source-6b32b7f0332ca73426ec164f0ad33f6b7ef7aabd0690dcde7d90097619c4ca14,"{""answer_count"": 3, ""complete_combination_count"": 1, ""complete_max_axiom_count"": 4, ""complete_max_distinct_primitive_type_count"": 2, ""complete_max_primitive_tag_count"": 4, ""complete_min_axiom_count"": 4, ""complete_min_distinct_primitive_type_count"": 2, ""complete_min_primitive_tag_count"": 4, ""distinct_primitive_reasoning_types"": [""D"", ""I""], ""m_status"": ""never"", ""unique_semantic_union_count"": 1}","{""answers"": [{""answer"": ""U0C1D1AssocP1"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""U0C1D1L3"", ""proof_count"": 1, ""source"": ""inferred.object""}, {""answer"": ""U0C1D1PD4"", ""proof_count"": 1, ""source"": ""inferred.object""}]}","{""complete_answer_conjunction"": true, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,c75b422c64e66f38043307fa01eed6a808e5a632ceecd5b256e63baac6d84ed4,,df2af6142c2649c5019f0fa739a876578a460cf7e26f7273eef58a53b8c8ddd0
sem-v1.1-55856a088b1e005d23cef2f037c49fc5d7b5631ab6069e336e458a790c52d11d,2hop-Thing_john_tubb_1816_john_tubb_1816-john_tubb_1816-hasFather-MC,"[""OEQA"",""2hop-Thing_john_tubb_1816_john_tubb_1816-john_tubb_1816-hasFather""]",Family,2hop,Thing_john_tubb_1816,SELECT ?x WHERE { <http://www.example.com/genealogy.owl#john_tubb_1816> <http://www.example.com/genealogy.owl#hasFather> ?x },william_tubb_1786,OEQA,MC,2,Low,normal-stratified,508,0,oeqa-source-df60f8a78f3490b662780f89b63b47404bae5e2c5c7e21139fe2a30c632c75fd,"{""answer_count"": 1, ""complete_combination_count"": 1, ""complete_max_axiom_count"": 2, ""complete_max_distinct_primitive_type_count"": 2, ""complete_max_primitive_tag_count"": 2, ""complete_min_axiom_count"": 2, ""complete_min_distinct_primitive_type_count"": 2, ""complete_min_primitive_tag_count"": 2, ""distinct_primitive_reasoning_types"": [""D"", ""I""], ""m_status"": ""never"", ""unique_semantic_union_count"": 1}","{""answers"": [{""answer"": ""william_tubb_1786"", ""proof_count"": 1, ""source"": ""inferred.object""}]}","{""complete_answer_conjunction"": false, ""legacy_duplicate_semantic_tag_surplus"": true, ""legacy_m_present"": false, ""new_nested_tag"": false}",new,,,dba6800ed1ad9783c3886e3652d721a4ff442e3af531add3b7ac292eb3fcc0a4,,5cbc6dfbe04076454cd75cf05fc9d19b69f456393463dfc24f63d12dc8a8a94e
