input_hash,representation,task_id,dataset,hop,task_group,gold_answer,gold_semantics_compatible,classification,duplicate_group_size
02acc208abffced57ac261afd20ad50445539013f2437aadc0cb954a909646e6,NL,5975,Pizza250,2hop,OEQA,CaperTopping_dynamic_1; MozzarellaTopping_dynamic_1; OliveTopping_dynamic_1; OnionTopping_dynamic_1; PineKernels_dynamic_1; SultanaTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,2
034ce4aaf9ed74865378d6ae73bf67e8c0feb7c0e5dfa861cd954cae1e14c307,NL,3961,Pizza100,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,5
034ce4aaf9ed74865378d6ae73bf67e8c0feb7c0e5dfa861cd954cae1e14c307,NL,3965,Pizza100,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,5
034ce4aaf9ed74865378d6ae73bf67e8c0feb7c0e5dfa861cd954cae1e14c307,NL,4983,Pizza250,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,5
034ce4aaf9ed74865378d6ae73bf67e8c0feb7c0e5dfa861cd954cae1e14c307,NL,4987,Pizza250,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,5
034ce4aaf9ed74865378d6ae73bf67e8c0feb7c0e5dfa861cd954cae1e14c307,NL,4989,Pizza250,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,5
034fa703a68833648a0f08ce0eb96029da14125a6a30aff358eccfdea8839390,NL,4104,Pizza100,1hop,OEQA,DomainConcept; FishTopping; Food; PizzaTopping,true,natural_language_duplicate_candidate_requires_review,2
034fa703a68833648a0f08ce0eb96029da14125a6a30aff358eccfdea8839390,NL,5176,Pizza250,1hop,OEQA,DomainConcept; FishTopping; Food; PizzaTopping,true,natural_language_duplicate_candidate_requires_review,2
038cecf0ae592626aab549d8f951fda1b32e0fb5f728bcae99b86d5fe9431572,NL,4581,Pizza100,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,2
038cecf0ae592626aab549d8f951fda1b32e0fb5f728bcae99b86d5fe9431572,NL,5774,Pizza250,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,2
043ccd1c1473b4ae4636dcd21dda68f87927892c66b07223b10c6acb447a3143,NL,4847,Pizza250,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,2
043ccd1c1473b4ae4636dcd21dda68f87927892c66b07223b10c6acb447a3143,NL,4853,Pizza250,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,2
048cf654eaf32e543822dc1e9f30087219206b9851b3c4127bb0cef8e2c7cc5d,NL,4644,Pizza100,2hop,OEQA,DomainConcept; Food; Pizza,true,natural_language_duplicate_candidate_requires_review,2
048cf654eaf32e543822dc1e9f30087219206b9851b3c4127bb0cef8e2c7cc5d,NL,5860,Pizza250,2hop,OEQA,DomainConcept; Food; Pizza,true,natural_language_duplicate_candidate_requires_review,2
04965d2f2d3c857c1bf2bb5d960bebe06a2af5086f1e5f06ce2657418bce4ea9,NL,4419,Pizza100,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,4
04965d2f2d3c857c1bf2bb5d960bebe06a2af5086f1e5f06ce2657418bce4ea9,NL,4423,Pizza100,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,4
04965d2f2d3c857c1bf2bb5d960bebe06a2af5086f1e5f06ce2657418bce4ea9,NL,5542,Pizza250,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,4
04965d2f2d3c857c1bf2bb5d960bebe06a2af5086f1e5f06ce2657418bce4ea9,NL,5546,Pizza250,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,4
04ca9c636388b9bbd282d41cc830e33ba69b94334099b4c1c41fab092ae409b3,NL,3830,Pizza100,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,7
04ca9c636388b9bbd282d41cc830e33ba69b94334099b4c1c41fab092ae409b3,NL,3832,Pizza100,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,7
04ca9c636388b9bbd282d41cc830e33ba69b94334099b4c1c41fab092ae409b3,NL,3834,Pizza100,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,7
04ca9c636388b9bbd282d41cc830e33ba69b94334099b4c1c41fab092ae409b3,NL,3838,Pizza100,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,7
04ca9c636388b9bbd282d41cc830e33ba69b94334099b4c1c41fab092ae409b3,NL,4844,Pizza250,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,7
04ca9c636388b9bbd282d41cc830e33ba69b94334099b4c1c41fab092ae409b3,NL,4846,Pizza250,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,7
04ca9c636388b9bbd282d41cc830e33ba69b94334099b4c1c41fab092ae409b3,NL,4852,Pizza250,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,7
04fb3306a72789239daead7314341ddd3170eafe27effe6fd11848e1d0c139cc,NL,4819,Pizza250,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,3
04fb3306a72789239daead7314341ddd3170eafe27effe6fd11848e1d0c139cc,NL,4831,Pizza250,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,3
04fb3306a72789239daead7314341ddd3170eafe27effe6fd11848e1d0c139cc,NL,4837,Pizza250,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,3
05f7c70b2ca165c69919f2619cbf97b154c80089e66f22ae9b18777542666ca6,NL,4382,Pizza100,2hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,3
05f7c70b2ca165c69919f2619cbf97b154c80089e66f22ae9b18777542666ca6,NL,4386,Pizza100,2hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,3
05f7c70b2ca165c69919f2619cbf97b154c80089e66f22ae9b18777542666ca6,NL,5519,Pizza250,2hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,3
0721b370d721d4520917e078ad67e76adb14fb1436b33972b36aec0c40a4ed5b,NL,4411,Pizza100,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,3
0721b370d721d4520917e078ad67e76adb14fb1436b33972b36aec0c40a4ed5b,NL,4421,Pizza100,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,3
0721b370d721d4520917e078ad67e76adb14fb1436b33972b36aec0c40a4ed5b,NL,5552,Pizza250,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,3
082f830fb13e1a7d710a76a3cf3c6078752800e57260e9e4d30e1439975d229c,NL,4420,Pizza100,2hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,2
082f830fb13e1a7d710a76a3cf3c6078752800e57260e9e4d30e1439975d229c,NL,5549,Pizza250,2hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,2
09a9f66a249051b66a0c790829cd0773b875410eb4dcc0d32cbd54e4368f9cc2,NL,4529,Pizza100,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,5
09a9f66a249051b66a0c790829cd0773b875410eb4dcc0d32cbd54e4368f9cc2,NL,4533,Pizza100,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,5
09a9f66a249051b66a0c790829cd0773b875410eb4dcc0d32cbd54e4368f9cc2,NL,5694,Pizza250,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,5
09a9f66a249051b66a0c790829cd0773b875410eb4dcc0d32cbd54e4368f9cc2,NL,5698,Pizza250,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,5
09a9f66a249051b66a0c790829cd0773b875410eb4dcc0d32cbd54e4368f9cc2,NL,5708,Pizza250,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,5
0ab8427f990f719e2e52b3c17ef4df3adee621099e3c0cabd145ed2a956eb6ee,NL,4663,Pizza100,2hop,OEQA,DomainConcept; Food; Pizza,true,natural_language_duplicate_candidate_requires_review,3
0ab8427f990f719e2e52b3c17ef4df3adee621099e3c0cabd145ed2a956eb6ee,NL,4669,Pizza100,2hop,OEQA,DomainConcept; Food; Pizza,true,natural_language_duplicate_candidate_requires_review,3
0ab8427f990f719e2e52b3c17ef4df3adee621099e3c0cabd145ed2a956eb6ee,NL,5877,Pizza250,2hop,OEQA,DomainConcept; Food; Pizza,true,natural_language_duplicate_candidate_requires_review,3
0adea0ef0c52543e57895d9929856f10e3f9e8fb67740cec9a585ec8eb611b5a,NL,4698,Pizza100,2hop,OEQA,DomainConcept; Food; Pizza,true,natural_language_duplicate_candidate_requires_review,7
0adea0ef0c52543e57895d9929856f10e3f9e8fb67740cec9a585ec8eb611b5a,NL,4701,Pizza100,2hop,OEQA,DomainConcept; Food; Pizza,true,natural_language_duplicate_candidate_requires_review,7
0adea0ef0c52543e57895d9929856f10e3f9e8fb67740cec9a585ec8eb611b5a,NL,4703,Pizza100,2hop,OEQA,DomainConcept; Food; Pizza,true,natural_language_duplicate_candidate_requires_review,7
0adea0ef0c52543e57895d9929856f10e3f9e8fb67740cec9a585ec8eb611b5a,NL,4704,Pizza100,2hop,OEQA,DomainConcept; Food; Pizza,true,natural_language_duplicate_candidate_requires_review,7
0adea0ef0c52543e57895d9929856f10e3f9e8fb67740cec9a585ec8eb611b5a,NL,4705,Pizza100,2hop,OEQA,DomainConcept; Food; Pizza,true,natural_language_duplicate_candidate_requires_review,7
0adea0ef0c52543e57895d9929856f10e3f9e8fb67740cec9a585ec8eb611b5a,NL,5932,Pizza250,2hop,OEQA,DomainConcept; Food; Pizza,true,natural_language_duplicate_candidate_requires_review,7
0adea0ef0c52543e57895d9929856f10e3f9e8fb67740cec9a585ec8eb611b5a,NL,5933,Pizza250,2hop,OEQA,DomainConcept; Food; Pizza,true,natural_language_duplicate_candidate_requires_review,7
0af2ee829f5d7f9e892346d9296b58672ea651e7b29f5f9b3ecffc1e183dc955,NL,4455,Pizza100,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,4
0af2ee829f5d7f9e892346d9296b58672ea651e7b29f5f9b3ecffc1e183dc955,NL,5574,Pizza250,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,4
0af2ee829f5d7f9e892346d9296b58672ea651e7b29f5f9b3ecffc1e183dc955,NL,5586,Pizza250,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,4
0af2ee829f5d7f9e892346d9296b58672ea651e7b29f5f9b3ecffc1e183dc955,NL,5588,Pizza250,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,4
0b0fa161ccbb188363f6695b8c3da11583dfb8b72926a0354329a7c89999c23f,NL,3979,Pizza100,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,6
0b0fa161ccbb188363f6695b8c3da11583dfb8b72926a0354329a7c89999c23f,NL,3983,Pizza100,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,6
0b0fa161ccbb188363f6695b8c3da11583dfb8b72926a0354329a7c89999c23f,NL,3985,Pizza100,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,6
0b0fa161ccbb188363f6695b8c3da11583dfb8b72926a0354329a7c89999c23f,NL,3987,Pizza100,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,6
0b0fa161ccbb188363f6695b8c3da11583dfb8b72926a0354329a7c89999c23f,NL,5013,Pizza250,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,6
0b0fa161ccbb188363f6695b8c3da11583dfb8b72926a0354329a7c89999c23f,NL,5027,Pizza250,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,6
0c23f270cfb2643fab49e463c4e078daff1c218014420307d99d4142956e5f91,NL,3969,Pizza100,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,5
0c23f270cfb2643fab49e463c4e078daff1c218014420307d99d4142956e5f91,NL,3971,Pizza100,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,5
0c23f270cfb2643fab49e463c4e078daff1c218014420307d99d4142956e5f91,NL,4993,Pizza250,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,5
0c23f270cfb2643fab49e463c4e078daff1c218014420307d99d4142956e5f91,NL,4999,Pizza250,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,5
0c23f270cfb2643fab49e463c4e078daff1c218014420307d99d4142956e5f91,NL,5003,Pizza250,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,5
0d16782f2d9aaf60a6a1f7f8b8cd46622813c5962516c2ab5ec5ec2f566e2044,NL,6960,OWL2Bench,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,3
0d16782f2d9aaf60a6a1f7f8b8cd46622813c5962516c2ab5ec5ec2f566e2044,NL,6966,OWL2Bench,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,3
0d16782f2d9aaf60a6a1f7f8b8cd46622813c5962516c2ab5ec5ec2f566e2044,NL,8511,OWL2Bench,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,3
0d7b1adb9e8839cc45b0f12211d318b0be5aed975bc66099dbf734c3a269793f,NL,3970,Pizza100,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,6
0d7b1adb9e8839cc45b0f12211d318b0be5aed975bc66099dbf734c3a269793f,NL,3972,Pizza100,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,6
0d7b1adb9e8839cc45b0f12211d318b0be5aed975bc66099dbf734c3a269793f,NL,3974,Pizza100,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,6
0d7b1adb9e8839cc45b0f12211d318b0be5aed975bc66099dbf734c3a269793f,NL,4994,Pizza250,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,6
0d7b1adb9e8839cc45b0f12211d318b0be5aed975bc66099dbf734c3a269793f,NL,5000,Pizza250,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,6
0d7b1adb9e8839cc45b0f12211d318b0be5aed975bc66099dbf734c3a269793f,NL,5004,Pizza250,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,6
0e797a27beffee8e560ed317e2147dee99fa23ab777875165dee2f1c2095d5d6,NL,4281,Pizza100,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,2
0e797a27beffee8e560ed317e2147dee99fa23ab777875165dee2f1c2095d5d6,NL,5384,Pizza250,2hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,2
0e7be21d4184924c65a3cb20ca43f0797bc59a70a51ecf8aa8573b0a400c7fff,NL,3860,Pizza100,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,3
0e7be21d4184924c65a3cb20ca43f0797bc59a70a51ecf8aa8573b0a400c7fff,NL,3862,Pizza100,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,3
0e7be21d4184924c65a3cb20ca43f0797bc59a70a51ecf8aa8573b0a400c7fff,NL,4870,Pizza250,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,3
0f15cbae3ac96306e0d59247a0c86103bb17c382a9c547ae5b6413483483fe82,NL,4318,Pizza100,2hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,2
0f15cbae3ac96306e0d59247a0c86103bb17c382a9c547ae5b6413483483fe82,NL,5427,Pizza250,2hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,2
0fb372b0892e6f05118e879650f25b807680ac03adffe65ee7ec41e527374e4b,NL,4542,Pizza100,2hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,3
0fb372b0892e6f05118e879650f25b807680ac03adffe65ee7ec41e527374e4b,NL,5725,Pizza250,2hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,3
0fb372b0892e6f05118e879650f25b807680ac03adffe65ee7ec41e527374e4b,NL,5727,Pizza250,2hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,3
107c6b0e57276095d02a8fbd0f0c0ee5b60cfc155e3a5f84a6fd722834e54301,NL,4657,Pizza100,2hop,OEQA,DomainConcept; Food; Pizza,true,natural_language_duplicate_candidate_requires_review,2
107c6b0e57276095d02a8fbd0f0c0ee5b60cfc155e3a5f84a6fd722834e54301,NL,5871,Pizza250,2hop,OEQA,DomainConcept; Food; Pizza,true,natural_language_duplicate_candidate_requires_review,2
11452555627ae7dfbcafa0baa3dd3628ae02b7bc12f3598468845cf11e2a0c39,NL,3787,Pizza100,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,9
11452555627ae7dfbcafa0baa3dd3628ae02b7bc12f3598468845cf11e2a0c39,NL,3793,Pizza100,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,9
11452555627ae7dfbcafa0baa3dd3628ae02b7bc12f3598468845cf11e2a0c39,NL,3809,Pizza100,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,9
11452555627ae7dfbcafa0baa3dd3628ae02b7bc12f3598468845cf11e2a0c39,NL,3811,Pizza100,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,9
11452555627ae7dfbcafa0baa3dd3628ae02b7bc12f3598468845cf11e2a0c39,NL,3813,Pizza100,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,9
11452555627ae7dfbcafa0baa3dd3628ae02b7bc12f3598468845cf11e2a0c39,NL,3815,Pizza100,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,9
11452555627ae7dfbcafa0baa3dd3628ae02b7bc12f3598468845cf11e2a0c39,NL,4805,Pizza250,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,9
11452555627ae7dfbcafa0baa3dd3628ae02b7bc12f3598468845cf11e2a0c39,NL,4809,Pizza250,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,9
11452555627ae7dfbcafa0baa3dd3628ae02b7bc12f3598468845cf11e2a0c39,NL,4811,Pizza250,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,9
1189dacd087ac9c8946c1860895c99b710e706cc33f736f3deb2ff40abb23a21,NL,4595,Pizza100,2hop,OEQA,HotGreenPepperTopping_dynamic_1; JalapenoPepperTopping_dynamic_1; MozzarellaTopping_dynamic_1; PeperoniSausageTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,3
1189dacd087ac9c8946c1860895c99b710e706cc33f736f3deb2ff40abb23a21,NL,5793,Pizza250,2hop,OEQA,HotGreenPepperTopping_dynamic_1; JalapenoPepperTopping_dynamic_1; MozzarellaTopping_dynamic_1; PeperoniSausageTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,3
1189dacd087ac9c8946c1860895c99b710e706cc33f736f3deb2ff40abb23a21,NL,5794,Pizza250,2hop,OEQA,HotGreenPepperTopping_dynamic_1; JalapenoPepperTopping_dynamic_1; MozzarellaTopping_dynamic_1; PeperoniSausageTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,3
12037cea94fefe70a9af114415a937f50b9e4827b67c90787f5345dcf1f17389,NL,3896,Pizza100,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,4
12037cea94fefe70a9af114415a937f50b9e4827b67c90787f5345dcf1f17389,NL,3898,Pizza100,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,4
12037cea94fefe70a9af114415a937f50b9e4827b67c90787f5345dcf1f17389,NL,4922,Pizza250,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,4
12037cea94fefe70a9af114415a937f50b9e4827b67c90787f5345dcf1f17389,NL,4930,Pizza250,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,4
1230081d6eaad9168bc1e5ca832826340ea046340df9a28f699265d1a8145467,NL,4135,Pizza100,1hop,OEQA,DomainConcept; Food; Pizza,true,natural_language_duplicate_candidate_requires_review,2
1230081d6eaad9168bc1e5ca832826340ea046340df9a28f699265d1a8145467,NL,5220,Pizza250,1hop,OEQA,DomainConcept; Food; Pizza,true,natural_language_duplicate_candidate_requires_review,2
1292839d6f8192f3b62dadd35c9ce250e5b5443c63659b58e3f7989274650ef5,NL,4534,Pizza100,2hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,6
1292839d6f8192f3b62dadd35c9ce250e5b5443c63659b58e3f7989274650ef5,NL,4540,Pizza100,2hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,6
1292839d6f8192f3b62dadd35c9ce250e5b5443c63659b58e3f7989274650ef5,NL,5711,Pizza250,2hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,6
1292839d6f8192f3b62dadd35c9ce250e5b5443c63659b58e3f7989274650ef5,NL,5717,Pizza250,2hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,6
1292839d6f8192f3b62dadd35c9ce250e5b5443c63659b58e3f7989274650ef5,NL,5719,Pizza250,2hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,6
1292839d6f8192f3b62dadd35c9ce250e5b5443c63659b58e3f7989274650ef5,NL,5723,Pizza250,2hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,6
144c0e5449998621a85eeba20e911dff0bc76afc4288def980bca1f9de8952d2,NL,4063,Pizza100,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,3
144c0e5449998621a85eeba20e911dff0bc76afc4288def980bca1f9de8952d2,NL,5143,Pizza250,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,3
144c0e5449998621a85eeba20e911dff0bc76afc4288def980bca1f9de8952d2,NL,5147,Pizza250,1hop,BQA,TRUE,true,natural_language_duplicate_candidate_requires_review,3
1453852c7a9d972796bb28afabf059ead2ab3244eb0945bc1a4ce930ab1ddbc6,NL,4691,Pizza100,2hop,OEQA,AsparagusTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; ParmesanTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,5
1453852c7a9d972796bb28afabf059ead2ab3244eb0945bc1a4ce930ab1ddbc6,NL,5904,Pizza250,2hop,OEQA,AsparagusTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; ParmesanTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,5
1453852c7a9d972796bb28afabf059ead2ab3244eb0945bc1a4ce930ab1ddbc6,NL,5905,Pizza250,2hop,OEQA,AsparagusTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; ParmesanTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,5
1453852c7a9d972796bb28afabf059ead2ab3244eb0945bc1a4ce930ab1ddbc6,NL,5906,Pizza250,2hop,OEQA,AsparagusTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; ParmesanTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,5
1453852c7a9d972796bb28afabf059ead2ab3244eb0945bc1a4ce930ab1ddbc6,NL,5909,Pizza250,2hop,OEQA,AsparagusTopping_dynamic_1; HamTopping_dynamic_1; MozzarellaTopping_dynamic_1; ParmesanTopping_dynamic_1; TomatoTopping_dynamic_1,true,natural_language_duplicate_candidate_requires_review,5
14d8bcea00c394f41f1ef1d1f028a77b9a754154aeab336f47d1c61a78dd1012,NL,6229,OWL2Bench,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,2
14d8bcea00c394f41f1ef1d1f028a77b9a754154aeab336f47d1c61a78dd1012,NL,6231,OWL2Bench,1hop,BQA,FALSE,true,natural_language_duplicate_candidate_requires_review,2
