"Task ID","Root Entity","Size of ontology TBox","Size of ontology ABox","Task Type","Answer Type","SPARQL Query","Predicate","Answer","Min Tag Length","Max Tag Length"
"2hop-ArtichokeTopping_ArtichokeTopping_dynamic_1_ArtichokeTopping_dynamic_1-ArtichokeTopping_dynamic_1-isToppingOf-Siciliana_0-BIN","ArtichokeTopping_ArtichokeTopping_dynamic_1",117,21,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#ArtichokeTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> <http://www.example.com/genealogy.owl#Siciliana_0> }","isToppingOf","TRUE",2,2
"2hop-ArtichokeTopping_ArtichokeTopping_dynamic_1_ArtichokeTopping_dynamic_1-ArtichokeTopping_dynamic_1-isToppingOf-AnchoviesTopping_dynamic_1-NEG-BIN","ArtichokeTopping_ArtichokeTopping_dynamic_1",117,21,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#ArtichokeTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }","isToppingOf","FALSE",2,2
"2hop-AsparagusTopping_AsparagusTopping_dynamic_1_AsparagusTopping_dynamic_1-AsparagusTopping_dynamic_1-rdf:type-MC","AsparagusTopping_AsparagusTopping_dynamic_1",117,17,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#AsparagusTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","DomainConcept; Food; PizzaTopping; VegetableTopping",2,2
"2hop-AsparagusTopping_AsparagusTopping_dynamic_1_AsparagusTopping_dynamic_1-AsparagusTopping_dynamic_1-rdf:type-Food-BIN","AsparagusTopping_AsparagusTopping_dynamic_1",117,17,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#AsparagusTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }","rdf:type","TRUE",4,4
"2hop-AsparagusTopping_AsparagusTopping_dynamic_1_AsparagusTopping_dynamic_1-AsparagusTopping_dynamic_1-rdf:type-American-NEG-BIN","AsparagusTopping_AsparagusTopping_dynamic_1",117,17,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#AsparagusTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }","rdf:type","FALSE",4,4
"2hop-AsparagusTopping_AsparagusTopping_dynamic_1_AsparagusTopping_dynamic_1-AsparagusTopping_dynamic_1-isToppingOf-MC","AsparagusTopping_AsparagusTopping_dynamic_1",117,17,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#AsparagusTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> ?x }","isToppingOf","Parmense_121; Parmense_129; Parmense_165; Parmense_173; Parmense_221; Parmense_23; Parmense_30; Parmense_43; Parmense_55; Parmense_76; Parmense_78; Parmense_96",2,2
"2hop-AsparagusTopping_AsparagusTopping_dynamic_1_AsparagusTopping_dynamic_1-AsparagusTopping_dynamic_1-isToppingOf-Parmense_121-BIN","AsparagusTopping_AsparagusTopping_dynamic_1",117,17,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#AsparagusTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> <http://www.example.com/genealogy.owl#Parmense_121> }","isToppingOf","TRUE",2,2
"2hop-AsparagusTopping_AsparagusTopping_dynamic_1_AsparagusTopping_dynamic_1-AsparagusTopping_dynamic_1-isToppingOf-AsparagusTopping_dynamic_1-NEG-BIN","AsparagusTopping_AsparagusTopping_dynamic_1",117,17,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#AsparagusTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> <http://www.example.com/genealogy.owl#AsparagusTopping_dynamic_1> }","isToppingOf","FALSE",2,2
"2hop-CajunSpiceTopping_CajunSpiceTopping_dynamic_1_CajunSpiceTopping_dynamic_1-CajunSpiceTopping_dynamic_1-rdf:type-MC","CajunSpiceTopping_CajunSpiceTopping_dynamic_1",117,18,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#CajunSpiceTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","DomainConcept; Food; HerbSpiceTopping; PizzaTopping",2,2
"2hop-CajunSpiceTopping_CajunSpiceTopping_dynamic_1_CajunSpiceTopping_dynamic_1-CajunSpiceTopping_dynamic_1-isToppingOf-MC","CajunSpiceTopping_CajunSpiceTopping_dynamic_1",117,18,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#CajunSpiceTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> ?x }","isToppingOf","PolloAdAstra_11; PolloAdAstra_115; PolloAdAstra_178; PolloAdAstra_18; PolloAdAstra_205; PolloAdAstra_22; PolloAdAstra_33; PolloAdAstra_70; PolloAdAstra_74; PolloAdAstra_91; PolloAdAstra_95",2,2
"2hop-CajunSpiceTopping_CajunSpiceTopping_dynamic_1_CajunSpiceTopping_dynamic_1-CajunSpiceTopping_dynamic_1-rdf:type-Food-BIN","CajunSpiceTopping_CajunSpiceTopping_dynamic_1",117,18,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#CajunSpiceTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }","rdf:type","TRUE",4,4
"2hop-CajunSpiceTopping_CajunSpiceTopping_dynamic_1_CajunSpiceTopping_dynamic_1-CajunSpiceTopping_dynamic_1-rdf:type-American-NEG-BIN","CajunSpiceTopping_CajunSpiceTopping_dynamic_1",117,18,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#CajunSpiceTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }","rdf:type","FALSE",4,4
"2hop-CajunSpiceTopping_CajunSpiceTopping_dynamic_1_CajunSpiceTopping_dynamic_1-CajunSpiceTopping_dynamic_1-isToppingOf-PolloAdAstra_11-BIN","CajunSpiceTopping_CajunSpiceTopping_dynamic_1",117,18,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#CajunSpiceTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> <http://www.example.com/genealogy.owl#PolloAdAstra_11> }","isToppingOf","TRUE",2,2
"2hop-CajunSpiceTopping_CajunSpiceTopping_dynamic_1_CajunSpiceTopping_dynamic_1-CajunSpiceTopping_dynamic_1-isToppingOf-CajunSpiceTopping_dynamic_1-NEG-BIN","CajunSpiceTopping_CajunSpiceTopping_dynamic_1",117,18,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#CajunSpiceTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> <http://www.example.com/genealogy.owl#CajunSpiceTopping_dynamic_1> }","isToppingOf","FALSE",2,2
"2hop-CaperTopping_CaperTopping_dynamic_1_CaperTopping_dynamic_1-CaperTopping_dynamic_1-isToppingOf-MC","CaperTopping_CaperTopping_dynamic_1",117,61,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#CaperTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> ?x }","isToppingOf","Capricciosa_101; Capricciosa_117; Capricciosa_119; Capricciosa_125; Capricciosa_159; Capricciosa_16; Capricciosa_202; Capricciosa_212; Capricciosa_216; Capricciosa_46; Capricciosa_47; Capricciosa_57; Capricciosa_72; FourSeasons_127; FourSeasons_146; FourSeasons_171; FourSeasons_174; FourSeasons_182; FourSeasons_188; FourSeasons_190; FourSeasons_233; FourSeasons_235; FourSeasons_56; FourSeasons_62; FourSeasons_88; FourSeasons_89; FourSeasons_9; FourSeasons_90; Napoletana_102; Napoletana_126; Napoletana_151; Napoletana_169; Napoletana_189; Napoletana_195; Napoletana_203; Napoletana_211; Napoletana_248; Napoletana_83; Veneziana_141; Veneziana_153; Veneziana_191; Veneziana_213; Veneziana_218; Veneziana_225; Veneziana_238; Veneziana_45; Veneziana_60; Veneziana_61; Veneziana_65",2,2
"2hop-CaperTopping_CaperTopping_dynamic_1_CaperTopping_dynamic_1-CaperTopping_dynamic_1-rdf:type-MC","CaperTopping_CaperTopping_dynamic_1",117,61,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#CaperTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","DomainConcept; Food; PizzaTopping; VegetableTopping",2,2
"2hop-CaperTopping_CaperTopping_dynamic_1_CaperTopping_dynamic_1-CaperTopping_dynamic_1-rdf:type-Food-BIN","CaperTopping_CaperTopping_dynamic_1",117,61,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#CaperTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }","rdf:type","TRUE",4,4
"2hop-CaperTopping_CaperTopping_dynamic_1_CaperTopping_dynamic_1-CaperTopping_dynamic_1-rdf:type-American-NEG-BIN","CaperTopping_CaperTopping_dynamic_1",117,61,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#CaperTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }","rdf:type","FALSE",4,4
"2hop-CaperTopping_CaperTopping_dynamic_1_CaperTopping_dynamic_1-CaperTopping_dynamic_1-isToppingOf-Capricciosa_101-BIN","CaperTopping_CaperTopping_dynamic_1",117,61,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#CaperTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> <http://www.example.com/genealogy.owl#Capricciosa_101> }","isToppingOf","TRUE",2,2
"2hop-CaperTopping_CaperTopping_dynamic_1_CaperTopping_dynamic_1-CaperTopping_dynamic_1-isToppingOf-AnchoviesTopping_dynamic_1-NEG-BIN","CaperTopping_CaperTopping_dynamic_1",117,61,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#CaperTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }","isToppingOf","FALSE",2,2
"2hop-ChickenTopping_ChickenTopping_dynamic_1_ChickenTopping_dynamic_1-ChickenTopping_dynamic_1-isToppingOf-MC","ChickenTopping_ChickenTopping_dynamic_1",117,18,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#ChickenTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> ?x }","isToppingOf","PolloAdAstra_11; PolloAdAstra_115; PolloAdAstra_178; PolloAdAstra_18; PolloAdAstra_205; PolloAdAstra_22; PolloAdAstra_33; PolloAdAstra_70; PolloAdAstra_74; PolloAdAstra_91; PolloAdAstra_95",2,2
"2hop-ChickenTopping_ChickenTopping_dynamic_1_ChickenTopping_dynamic_1-ChickenTopping_dynamic_1-rdf:type-MC","ChickenTopping_ChickenTopping_dynamic_1",117,18,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#ChickenTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","DomainConcept; Food; MeatTopping; PizzaTopping",2,3
"2hop-ChickenTopping_ChickenTopping_dynamic_1_ChickenTopping_dynamic_1-ChickenTopping_dynamic_1-rdf:type-Food-BIN","ChickenTopping_ChickenTopping_dynamic_1",117,18,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#ChickenTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }","rdf:type","TRUE",4,4
"2hop-ChickenTopping_ChickenTopping_dynamic_1_ChickenTopping_dynamic_1-ChickenTopping_dynamic_1-rdf:type-American-NEG-BIN","ChickenTopping_ChickenTopping_dynamic_1",117,18,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#ChickenTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }","rdf:type","FALSE",4,4
"2hop-ChickenTopping_ChickenTopping_dynamic_1_ChickenTopping_dynamic_1-ChickenTopping_dynamic_1-isToppingOf-PolloAdAstra_11-BIN","ChickenTopping_ChickenTopping_dynamic_1",117,18,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#ChickenTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> <http://www.example.com/genealogy.owl#PolloAdAstra_11> }","isToppingOf","TRUE",2,2
"2hop-ChickenTopping_ChickenTopping_dynamic_1_ChickenTopping_dynamic_1-ChickenTopping_dynamic_1-isToppingOf-CajunSpiceTopping_dynamic_1-NEG-BIN","ChickenTopping_ChickenTopping_dynamic_1",117,18,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#ChickenTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> <http://www.example.com/genealogy.owl#CajunSpiceTopping_dynamic_1> }","isToppingOf","FALSE",2,2
"2hop-FourCheesesTopping_FourCheesesTopping_dynamic_1_FourCheesesTopping_dynamic_1-FourCheesesTopping_dynamic_1-isToppingOf-MC","FourCheesesTopping_FourCheesesTopping_dynamic_1",117,13,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#FourCheesesTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> ?x }","isToppingOf","QuattroFormaggi_111; QuattroFormaggi_116; QuattroFormaggi_120; QuattroFormaggi_137; QuattroFormaggi_168; QuattroFormaggi_185; QuattroFormaggi_219; QuattroFormaggi_223; QuattroFormaggi_51; QuattroFormaggi_66; QuattroFormaggi_81",2,2
"2hop-FourCheesesTopping_FourCheesesTopping_dynamic_1_FourCheesesTopping_dynamic_1-FourCheesesTopping_dynamic_1-rdf:type-MC","FourCheesesTopping_FourCheesesTopping_dynamic_1",117,13,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#FourCheesesTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","CheeseTopping; DomainConcept; Food; PizzaTopping",5,5
"2hop-FourCheesesTopping_FourCheesesTopping_dynamic_1_FourCheesesTopping_dynamic_1-FourCheesesTopping_dynamic_1-rdf:type-CheeseTopping-BIN","FourCheesesTopping_FourCheesesTopping_dynamic_1",117,13,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#FourCheesesTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#CheeseTopping> }","rdf:type","TRUE",2,2
"2hop-FourCheesesTopping_FourCheesesTopping_dynamic_1_FourCheesesTopping_dynamic_1-FourCheesesTopping_dynamic_1-rdf:type-American-NEG-BIN","FourCheesesTopping_FourCheesesTopping_dynamic_1",117,13,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#FourCheesesTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }","rdf:type","FALSE",2,2
"2hop-FourCheesesTopping_FourCheesesTopping_dynamic_1_FourCheesesTopping_dynamic_1-FourCheesesTopping_dynamic_1-isToppingOf-QuattroFormaggi_111-BIN","FourCheesesTopping_FourCheesesTopping_dynamic_1",117,13,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#FourCheesesTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> <http://www.example.com/genealogy.owl#QuattroFormaggi_111> }","isToppingOf","TRUE",2,2
"2hop-FourCheesesTopping_FourCheesesTopping_dynamic_1_FourCheesesTopping_dynamic_1-FourCheesesTopping_dynamic_1-isToppingOf-FourCheesesTopping_dynamic_1-NEG-BIN","FourCheesesTopping_FourCheesesTopping_dynamic_1",117,13,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#FourCheesesTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> <http://www.example.com/genealogy.owl#FourCheesesTopping_dynamic_1> }","isToppingOf","FALSE",2,2
"2hop-GarlicTopping_GarlicTopping_dynamic_1_GarlicTopping_dynamic_1-GarlicTopping_dynamic_1-isToppingOf-MC","GarlicTopping_GarlicTopping_dynamic_1",117,82,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> ?x }","isToppingOf","Fiorentina_130; Fiorentina_145; Fiorentina_149; Fiorentina_156; Fiorentina_222; Fiorentina_232; Fiorentina_234; Fiorentina_241; Fiorentina_84; Fiorentina_99; FruttiDiMare_114; FruttiDiMare_128; FruttiDiMare_160; FruttiDiMare_163; FruttiDiMare_207; FruttiDiMare_214; FruttiDiMare_240; FruttiDiMare_244; FruttiDiMare_26; FruttiDiMare_28; FruttiDiMare_32; FruttiDiMare_37; FruttiDiMare_38; PolloAdAstra_11; PolloAdAstra_115; PolloAdAstra_178; PolloAdAstra_18; PolloAdAstra_205; PolloAdAstra_22; PolloAdAstra_33; PolloAdAstra_70; PolloAdAstra_74; PolloAdAstra_91; PolloAdAstra_95; Siciliana_0; Siciliana_109; Siciliana_113; Siciliana_154; Siciliana_157; Siciliana_164; Siciliana_167; Siciliana_196; Siciliana_220; Siciliana_247; Siciliana_42; Siciliana_44; Siciliana_52; Siciliana_6; Soho_104; Soho_105; Soho_106; Soho_134; Soho_14; Soho_142; Soho_180; Soho_183; Soho_204; Soho_210; Soho_236; Soho_243; Soho_25; Soho_3; Soho_41; Soho_54; Soho_67; Soho_7; Soho_87",2,2
"2hop-GarlicTopping_GarlicTopping_dynamic_1_GarlicTopping_dynamic_1-GarlicTopping_dynamic_1-rdf:type-MC","GarlicTopping_GarlicTopping_dynamic_1",117,82,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","DomainConcept; Food; PizzaTopping; VegetableTopping",5,5
"2hop-GarlicTopping_GarlicTopping_dynamic_1_GarlicTopping_dynamic_1-GarlicTopping_dynamic_1-isToppingOf-Fiorentina_130-BIN","GarlicTopping_GarlicTopping_dynamic_1",117,82,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> <http://www.example.com/genealogy.owl#Fiorentina_130> }","isToppingOf","TRUE",2,2
"2hop-GarlicTopping_GarlicTopping_dynamic_1_GarlicTopping_dynamic_1-GarlicTopping_dynamic_1-isToppingOf-AnchoviesTopping_dynamic_1-NEG-BIN","GarlicTopping_GarlicTopping_dynamic_1",117,82,"Property Assertion","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> <http://www.example.com/genealogy.owl#AnchoviesTopping_dynamic_1> }","isToppingOf","FALSE",2,2
"2hop-GarlicTopping_GarlicTopping_dynamic_1_GarlicTopping_dynamic_1-GarlicTopping_dynamic_1-rdf:type-Food-BIN","GarlicTopping_GarlicTopping_dynamic_1",117,82,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#Food> }","rdf:type","TRUE",4,4
"2hop-GarlicTopping_GarlicTopping_dynamic_1_GarlicTopping_dynamic_1-GarlicTopping_dynamic_1-rdf:type-American-NEG-BIN","GarlicTopping_GarlicTopping_dynamic_1",117,82,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#GarlicTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#American> }","rdf:type","FALSE",4,4
"2hop-GoatsCheeseTopping_GoatsCheeseTopping_dynamic_1_GoatsCheeseTopping_dynamic_1-GoatsCheeseTopping_dynamic_1-rdf:type-MC","GoatsCheeseTopping_GoatsCheeseTopping_dynamic_1",117,10,"Membership","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#GoatsCheeseTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?x }","rdf:type","CheeseTopping; DomainConcept; Food; PizzaTopping",4,4
"2hop-GoatsCheeseTopping_GoatsCheeseTopping_dynamic_1_GoatsCheeseTopping_dynamic_1-GoatsCheeseTopping_dynamic_1-isToppingOf-MC","GoatsCheeseTopping_GoatsCheeseTopping_dynamic_1",117,10,"Property Assertion","MC","SELECT ?x WHERE { <http://www.example.com/genealogy.owl#GoatsCheeseTopping_dynamic_1> <http://www.example.com/genealogy.owl#isToppingOf> ?x }","isToppingOf","Caprina_10; Caprina_133; Caprina_194; Caprina_227; Caprina_36; Caprina_75",2,2
"2hop-GoatsCheeseTopping_GoatsCheeseTopping_dynamic_1_GoatsCheeseTopping_dynamic_1-GoatsCheeseTopping_dynamic_1-rdf:type-CheeseTopping-BIN","GoatsCheeseTopping_GoatsCheeseTopping_dynamic_1",117,10,"Membership","BIN","ASK WHERE { <http://www.example.com/genealogy.owl#GoatsCheeseTopping_dynamic_1> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.example.com/genealogy.owl#CheeseTopping> }","rdf:type","TRUE",2,2
